"date","temp","tmin","tmax"
2008-04-10,9.078,6.719,11.09
2008-04-11,9.976,4.522,15.5
2008-04-12,8.653,2.272,11.93
2008-04-13,11.087,0.942,15.86
2008-04-14,6.64,3.14,9.03
2008-04-15,6.131,2.719,9.25
2008-04-16,6.674,1.644,10.08
2008-04-17,6.578,-0.17,9.83
2008-04-18,11.439,5.435,15.39
2008-04-19,12.356,5.054,16.58
2008-04-20,13.257,2.933,20.02
2008-04-21,9.909,6.876,11.81
2008-04-22,8.611,7.75,9.31
2008-04-23,11.147,8.01,14.19
2008-04-24,14.23,8.14,17.32
2008-04-25,13.899,6.862,17.09
2008-04-26,13.917,2.628,18.44
2008-04-27,15.643,2.635,20.65
2008-04-28,13.271,9.47,17.99
2008-04-29,12.291,4.543,16.44
2008-04-30,8.18,2.073,13.07
2008-05-01,12.566,5.502,16.61
2008-05-02,15.425,4.315,19.87
2008-05-03,16.601,4.746,22.61
2008-05-04,17.7,5.119,22.9
2008-05-05,16.396,8.4,19.81
2008-05-06,17.333,6.363,21.81
2008-05-07,17.97,6.351,22.55
2008-05-08,18.483,5.155,23.56
2008-05-09,19.248,5.765,24.36
2008-05-10,20.386,6.114,25
2008-05-11,17.708,8.08,23.52
2008-05-12,17.264,7.36,23.52
2008-05-13,19.976,5.212,25.4
2008-05-14,19.148,7.02,26.33
2008-05-15,16.562,9.85,22.3
2008-05-16,18.551,11.66,23.34
2008-05-17,14.783,11.71,18.42
2008-05-18,14.037,10.32,18.33
2008-05-19,14.088,7.52,17.58
2008-05-20,14.012,10.08,16.01
2008-05-21,11.523,7.74,14.17
2008-05-22,14.214,8.12,18.17
2008-05-23,17.119,7.01,22.88
2008-05-24,16.164,11.45,18.94
2008-05-25,18.685,11.46,23.78
2008-05-26,19.209,13.86,23.73
2008-05-27,23.261,12.43,29.53
2008-05-28,22.006,13.97,24.34
2008-05-29,22.275,14.25,26.68
2008-05-30,20.497,14.01,25.34
2008-05-31,18.82,13,22.37
2008-06-01,20.225,11.62,23.91
2008-06-02,18.451,12.52,22.87
2008-06-03,18.541,13.24,23.41
2008-06-04,14.472,12.56,15.4
2008-06-05,15.067,12.33,17.06
2008-06-06,13.114,11.17,14.69
2008-06-07,12.148,10.53,14.21
2008-06-08,16.78,11.49,22.36
2008-06-09,19.672,9.11,24.26
2008-06-10,19.717,9.42,26.57
2008-06-11,17.752,12.59,22.53
2008-06-12,17.939,10.94,20.94
2008-06-13,13.886,9.8,17.3
2008-06-14,14.803,8.33,18.33
2008-06-15,11.945,4.16,15.76
2008-06-16,12.738,9.49,14.63
2008-06-17,15.769,11.21,20.37
2008-06-18,20.046,12.03,24.13
2008-06-19,21.762,10.02,26.75
2008-06-20,22.362,11.8,27.18
2008-06-21,25.181,11.96,30.53
2008-06-22,26.427,12.3,31.95
2008-06-23,27.771,17.02,32.33
2008-06-24,25.652,15.55,31.05
2008-06-25,25.466,16.14,30.68
2008-06-26,22.653,17.91,26.71
2008-06-27,23.27,15.25,26.66
2008-06-28,24.031,11.66,28.67
2008-06-29,25.999,13.36,30.83
2008-06-30,24.561,15.55,29.24
2008-07-01,25.978,14.22,32.15
2008-07-02,26.279,12.93,32.76
2008-07-03,20.066,14.29,25.09
2008-07-04,20.617,11,24.94
2008-07-05,23.177,9.19,29.54
2008-07-06,19.23,14.06,23.69
2008-07-07,18.433,12.55,23.15
2008-07-08,17.299,10.99,21.59
2008-07-09,20.754,9.69,25.76
2008-07-10,23.991,10.06,29.85
2008-07-11,23.541,15.59,30.61
2008-07-12,16.695,14.82,18.7
2008-07-13,14.484,12.17,17.27
2008-07-14,15.54,8.89,20.84
2008-07-15,19.33,9.57,25.74
2008-07-16,22.237,8.94,27.01
2008-07-17,17.227,14.27,18.57
2008-07-18,19.415,13.32,22.59
2008-07-19,21.6,10.48,26.94
2008-07-20,21.077,16.38,24.74
2008-07-21,17.104,11.93,19.47
2008-07-22,16.675,11.66,19.2
2008-07-23,18.821,8.85,22.59
2008-07-24,21.019,9.03,25.29
2008-07-25,23.467,10.27,29.42
2008-07-26,22.812,13.98,28.91
2008-07-27,22.804,15.2,27.02
2008-07-28,25.703,15.89,31.2
2008-07-29,24.762,15.84,29.88
2008-07-30,25.488,16.69,29.75
2008-07-31,25.554,15.14,31.55
2008-08-01,20.49,17.16,23.71
2008-08-02,22.256,16.67,25.82
2008-08-03,24.999,18.46,29.02
2008-08-04,23.074,15.9,26.31
2008-08-05,22.973,16.99,27.39
2008-08-06,25.11,14.16,29.88
2008-08-07,22.592,14.09,27.38
2008-08-08,18.812,14.85,22.26
2008-08-09,20.043,14.26,23.66
2008-08-10,22.165,10.05,27.92
2008-08-11,20.59,13.38,25.94
2008-08-12,17.839,14.9,21.56
2008-08-13,19.464,11.18,23.81
2008-08-14,19.286,9.13,23.37
2008-08-15,14.112,12.06,14.98
2008-08-16,17.186,10.73,20.48
2008-08-17,16.673,10.06,20.11
2008-08-18,20.852,10.24,26.6
2008-08-19,20.583,12.91,26.93
2008-08-20,18.636,14.74,22.08
2008-08-21,20.321,11.26,24.8
2008-08-22,17.463,9.64,20.07
2008-08-23,15.421,9.58,17.11
2008-08-24,16.992,6.291,22.72
2008-08-25,19.61,12.61,24.37
2008-08-26,21.624,14.26,24.74
2008-08-27,22.542,11.15,27.32
2008-08-28,21.96,11.99,26.28
2008-08-29,20.946,11.66,25.79
2008-08-30,21.6,11.92,26.6
2008-08-31,22.528,12.08,28.43
2008-09-01,18.753,15.89,20.57
2008-09-02,21.674,14.53,25.42
2008-09-03,21.146,13.55,26.12
2008-09-04,17.221,15.31,18.87
2008-09-05,20.784,13.68,25.75
2008-09-06,17.323,13.34,20.95
2008-09-07,16.585,10.95,19.4
2008-09-08,18.207,10.2,23.75
2008-09-09,19.317,7.18,25.96
2008-09-10,21.5,12.97,26.85
2008-09-11,20.592,13,26.25
2008-09-12,15.995,13.15,17.99
2008-09-13,12.333,10.44,13.25
2008-09-14,10.041,8.08,12.3
2008-09-15,10.121,6.531,12.39
2008-09-16,10.913,3.67,13.44
2008-09-17,8.515,1.386,10.96
2008-09-18,9.856,3.145,12.21
2008-09-19,16.011,9.16,20.03
2008-09-20,12.919,7.76,15.86
2008-09-21,10.814,5.051,14.5
2008-09-22,12.331,3.534,16.29
2008-09-23,11.877,4.694,14.54
2008-09-24,10.187,1.899,14.45
2008-09-25,11.77,6.626,14.27
2008-09-26,12.257,7.5,15.44
2008-09-27,11.156,3.131,15.1
2008-09-28,10.339,1.171,17.78
2008-09-29,12.245,3.378,17.1
2008-09-30,12.954,7.66,15.41
2008-10-01,14.478,11.35,16.82
2008-10-02,12.446,6.969,14.24
2008-10-03,9.336,5.681,11.58
2008-10-04,8.09,0.975,10.2
2008-10-05,9.152,-0.485,13.81
2008-10-06,14.544,11.33,16.5
2008-10-07,14.61,10.87,16.89
2008-10-08,15.591,10.34,19.38
2008-10-09,16.205,11.15,18.82
2008-10-10,15.274,11.53,17.59
2008-10-11,14.602,9.08,19.54
2008-10-12,13.782,8.81,19.4
2008-10-13,15.451,7.28,20.66
2008-10-14,17.294,8.08,22.59
2008-10-15,17.547,11.35,21.38
2008-10-16,13.608,10.19,14.85
2008-10-17,11.342,3.348,13.27
2008-10-18,10.231,0.579,15.08
2008-10-19,12.702,5.299,17.33
2008-10-20,13.37,4.944,18.37
2008-10-21,14.979,11.06,17.46
2008-10-22,7.473,4.599,13.28
2008-10-23,7.155,4.306,8.13
2008-10-24,10.046,4.55,13.6
2008-10-25,9.021,1.907,12.81
2008-10-26,8.861,1.448,12.7
2008-10-27,10.528,5.672,13.5
2008-10-28,7.308,5.502,9.81
2008-10-29,3.168,0.224,5.015
2008-10-30,2.059,0.239,3.509
2008-10-31,2.706,0.573,3.831
2008-11-01,2.64,1.785,3.508
2008-11-02,5.764,2.607,8.43
2008-11-03,10.556,4.657,13.06
2008-11-04,8.793,5.96,10.32
2008-11-05,10.599,4.078,12.36
2008-11-06,8.489,5.504,9.82
2008-11-07,11.415,3.384,14.43
2008-11-08,9.366,1.4,13.67
2008-11-09,9.44,2.585,12.86
2008-11-10,11.634,4.676,14.24
2008-11-11,9.031,3.552,12.01
2008-11-12,7.788,4.797,9.11
2008-11-13,7.314,5.144,8.06
2008-11-14,7.552,1.61,9.16
2008-11-15,5.578,-1.999,9.16
2008-11-16,3.774,-0.729,5.605
2008-11-17,6.538,3.967,7.06
2008-11-18,4.634,2.939,5.373
2008-11-19,7.003,2.519,9.87
2008-11-20,7.114,3.457,8.18
2008-11-21,6.769,2.328,7.37
2008-11-22,1.164,-0.897,2.474
2008-11-23,0.865,-2.257,2.086
2008-11-24,2.01,-0.864,2.785
2008-11-25,1.632,-2.684,2.964
2008-11-26,0.449,-4.707,3.168
2008-11-27,-1.2,-5.527,1.22
2008-11-28,-3.653,-5.898,-2.259
2008-11-29,1.072,-2.762,3.836
2008-11-30,5.497,-2.13,8.56
2008-12-01,1.611,-1.825,2.646
2008-12-02,3.506,-2.123,4.601
2008-12-03,2.737,-2.539,5.31
2008-12-04,3.784,1.434,5.751
2008-12-05,5.903,1.732,6.848
2008-12-06,2.561,0.88,3.821
2008-12-07,4.209,-1.147,6.948
2008-12-08,0.884,-2.018,1.109
2008-12-09,0.256,-2.11,1.903
2008-12-10,0.392,-0.664,1.129
2008-12-11,0.295,-1.717,1.134
2008-12-12,0.395,-1.48,1.457
2008-12-13,-0.374,-7.14,1.154
2008-12-14,-1.356,-4.827,-0.187
2008-12-15,-3.258,-6.513,-0.943
2008-12-16,0.55,-4.131,1.02
2008-12-17,0.079,-0.883,0.413
2008-12-18,0.294,-5.931,1.304
2008-12-19,1.354,-2.169,2.016
2008-12-20,-0.011,-1.738,1.56
2008-12-21,-0.144,-1.515,1.56
2008-12-22,0.938,-1.21,6.266
2008-12-23,0.901,-0.506,1.524
2008-12-24,0.771,-0.598,1.612
2008-12-25,0.745,-0.577,1.477
2008-12-26,0.648,-3.606,1.787
2008-12-27,-3.067,-5.221,-2.001
2008-12-28,-3.668,-5.095,-2.01
2008-12-29,-3.217,-6.443,-0.537
2008-12-30,-3.63,-4.724,-2.995
2008-12-31,-3.645,-4.14,-3.285
2009-01-01,-3.772,-4.739,0.722
2009-01-02,-4.636,-4.902,-4.508
2009-01-03,-4.792,-5.175,-4.618
2009-01-04,-5.204,-5.725,-4.908
2009-01-05,-5.588,-7.05,-5.025
2009-01-06,-3.689,-6.223,-2.845
2009-01-07,-4.598,-7.15,-3.628
2009-01-08,-5.364,-8.47,-4.67
2009-01-09,-4.86,-5.791,-3.734
2009-01-10,-5.796,-7.09,-4.605
2009-01-11,-7.687,-9.56,-6.75
2009-01-12,-7.261,-10.14,-5.552
2009-01-13,-5.602,-10.68,-2.568
2009-01-14,-4.854,-8.84,-2.48
2009-01-15,0.669,-2.447,1.683
2009-01-16,-0.466,-3.095,0.057
2009-01-17,-2.611,-5.072,-0.794
2009-01-18,0.282,-4.961,4.475
2009-01-19,2.923,-0.664,4.243
2009-01-20,2.924,0.828,4.542
2009-01-21,2.1,-0.376,3.483
2009-01-22,1.151,-1.793,3.433
2009-01-23,4.087,0.102,7.49
2009-01-24,1.802,0.246,2.667
2009-01-25,2.339,0.864,3.489
2009-01-26,2.408,-0.419,3.409
2009-01-27,2.26,0.572,3.09
2009-01-28,2.14,0.41,3.1
2009-01-29,2.883,0.475,4.338
2009-01-30,5.355,-1.421,7.4
2009-01-31,1.61,-3.542,-1.839
2009-02-01,2.435,-3.598,-1.615
2009-02-02,2.516,-2.711,2.88
2009-02-03,2.307,-2.109,6.736
2009-02-04,2.267,-0.815,7.598
2009-02-05,2.915,-0.935,6.779
2009-02-06,1.746,1.241,6.679
2009-02-07,1.664,0.772,2.712
2009-02-08,2.397,-2.819,0.579
2009-02-09,2.767,-4.913,3.221
2009-02-10,2.082,1.085,6.988
2009-02-11,2.144,-0.835,1.616
2009-02-12,4.353,-4.373,-0.089
2009-02-13,4.962,-6.392,-0.509
2009-02-14,1.966,-6.69,-1.054
2009-02-15,6.599,-8.046,-0.642
2009-02-16,2.821,-6.634,-0.056
2009-02-17,2.318,-2.975,1.413
2009-02-18,7.15,-9.751,0.904
2009-02-19,6.595,-9.229,-0.967
2009-02-20,2.833,-6.785,2.219
2009-02-21,6.917,-1.02,3.989
2009-02-22,3.371,-2.335,1.753
2009-02-23,4.173,1.189,3.862
2009-02-24,4.785,-0.261,3.736
2009-02-25,6.559,-1.789,4.701
2009-02-26,3.574,-2.005,6.589
2009-02-27,7.411,2.661,8.629
2009-02-28,9.598,-0.791,11.734
2009-03-01,5.529,-0.403,8.766
2009-03-02,4.386,3.868,6.278
2009-03-03,4.704,2.272,6.524
2009-03-04,5.567,-0.951,8.045
2009-03-05,2.657,0.507,3.268
2009-03-06,3.159,0.165,1.549
2009-03-07,9.477,-0.905,5.206
2009-03-08,8.07,-1.734,7.706
2009-03-09,5.973,2.157,5.383
2009-03-10,4.787,2.068,4.885
2009-03-11,4.63,-0.694,6.136
2009-03-12,4.673,-2.552,7.38
2009-03-13,6.282,4.995,12.41
2009-03-14,7.799,1.411,14.297
2009-03-15,7.269,6.145,10.566
2009-03-16,10.563,2.772,11.914
2009-03-17,10.624,0.532,13.672
2009-03-18,10.467,1.337,12.993
2009-03-19,9.51,0.868,11.593
2009-03-20,7.021,1.996,9.562
2009-03-21,10.288,-2.285,8.392
2009-03-22,8.481,1.083,9.61
2009-03-23,4.532,3.686,9.626
2009-03-24,4.234,0.707,7.922
2009-03-25,1.953,0.373,3.615
2009-03-26,6.084,1.617,9.17
2009-03-27,9.247,5.134,12.07
2009-03-28,5.722,2.402,7.82
2009-03-29,4.944,1.733,6.979
2009-03-30,5.634,3.414,7.08
2009-03-31,5.695,3.812,7.5
2009-04-01,6.732,5.24,7.81
2009-04-02,11.225,6.711,14.48
2009-04-03,13.512,7.81,17.23
2009-04-04,13.259,4.038,17.53
2009-04-05,13.892,4.73,18.35
2009-04-06,14.836,2.849,20.14
2009-04-07,15.755,4.18,21.17
2009-04-08,13.42,7.37,16.91
2009-04-09,15.119,4.428,20.53
2009-04-10,16.336,2.909,22.14
2009-04-11,16.185,2.96,21.63
2009-04-12,14.034,4.575,19.56
2009-04-13,16.222,3.783,21.25
2009-04-14,16.26,4.454,22.12
2009-04-15,16.559,2.871,22.46
2009-04-16,10.373,6.479,15.51
2009-04-17,10.856,5.812,14.44
2009-04-18,10.975,4.139,14.79
2009-04-19,11.989,0.934,16.98
2009-04-20,14.868,4.31,19.17
2009-04-21,14.89,5.598,20.19
2009-04-22,16.2,5.53,20.14
2009-04-23,13.161,4.901,15.69
2009-04-24,9.872,3.134,14.7
2009-04-25,15.889,2.432,21.6
2009-04-26,14.796,4.596,20.02
2009-04-27,10.062,7.6,11.31
2009-04-28,7.559,3.924,8.37
2009-04-29,7.586,3.113,11.31
2009-04-30,10.571,0.444,14.3
2009-05-01,13.69,1.767,17.75
2009-05-02,13.053,8.1,16.63
2009-05-03,13.409,6.922,20.04
2009-05-04,10.723,2.704,12.9
2009-05-05,9.118,-0.224,13.12
2009-05-06,14.838,6.327,19.9
2009-05-07,17.813,3.176,24.46
2009-05-08,18.039,10.77,22.54
2009-05-09,17.728,10.09,23.19
2009-05-10,18.479,8.93,22.08
2009-05-11,17.111,11.14,22.09
2009-05-12,17.055,10.94,22.22
2009-05-13,19.001,10.3,23.7
2009-05-14,17.476,12.75,20.98
2009-05-15,13.068,9.14,14.64
2009-05-16,14.819,8.71,19.58
2009-05-17,17.443,5.643,23.37
2009-05-18,13.417,8.34,16.78
2009-05-19,17.488,4.844,23.09
2009-05-20,20.845,6.411,27.53
2009-05-21,20.453,12.02,25.5
2009-05-22,19.616,12.56,22.81
2009-05-23,20.758,9.27,26.21
2009-05-24,24.974,15.15,30.89
2009-05-25,25.447,12.27,31.88
2009-05-26,17.993,11.9,23.56
2009-05-27,14.191,9.53,17.54
2009-05-28,16.364,10.29,18.95
2009-05-29,16.307,10.17,19.5
2009-05-30,16.362,9.56,20.17
2009-05-31,15.832,6.21,19.08
2009-06-01,16.369,8.01,19.07
2009-06-02,19.031,9.13,22.62
2009-06-03,18.609,7.75,22.55
2009-06-04,17.69,12.36,20.81
2009-06-05,16.601,5.013,22.16
2009-06-06,15.118,10.95,19.91
2009-06-07,16.407,9.95,19.49
2009-06-08,17.422,8.24,21.52
2009-06-09,17.385,11,22.52
2009-06-10,18.622,10.04,22.6
2009-06-11,17.853,13.05,20.46
2009-06-12,17.634,7.25,21.85
2009-06-13,21.297,7.94,26.37
2009-06-14,22.578,9.32,29.36
2009-06-15,19.513,15.52,23.81
2009-06-16,19.28,12.26,22.23
2009-06-17,20.643,10.8,26.31
2009-06-18,23.402,11.64,28.34
2009-06-19,16.657,9.29,20.76
2009-06-20,15.532,9.21,19.7
2009-06-21,14.913,8.95,17.52
2009-06-22,11.2,8.33,14.21
2009-06-23,12.765,8.76,16.14
2009-06-24,17.042,10.8,21.54
2009-06-25,18.89,12.68,23.09
2009-06-26,19.111,12.79,22.14
2009-06-27,17.64,11.91,22.75
2009-06-28,20.886,12.65,26.03
2009-06-29,23.964,12.99,27.77
2009-06-30,24.778,14.41,28.45
2009-07-01,24.883,14.09,29.26
2009-07-02,24.239,13.29,30.61
2009-07-03,21.71,15.24,27.1
2009-07-04,21.349,15.05,28.38
2009-07-05,22,13.97,28.8
2009-07-06,21.422,14.47,25.63
2009-07-07,15.752,11.62,19.75
2009-07-08,14.571,10.9,18.19
2009-07-09,14.746,10.42,18.11
2009-07-10,17.029,10.84,20.74
2009-07-11,17.253,9.52,20.69
2009-07-12,18.343,8.75,24.31
2009-07-13,23.829,14.07,28.89
2009-07-14,26.11,15.95,30.98
2009-07-15,22.15,16.9,27.51
2009-07-16,25.582,16.69,31.25
2009-07-17,15.63,11.69,20.19
2009-07-18,13.088,10.11,16.01
2009-07-19,17.295,10.83,22.83
2009-07-20,21.741,11.03,26.94
2009-07-21,24.372,11.33,30.68
2009-07-22,21.153,14.93,26.87
2009-07-23,21.417,15.01,26.76
2009-07-24,18.839,10.52,24.47
2009-07-25,18.325,12.9,21.61
2009-07-26,20.572,8.62,25.98
2009-07-27,23.355,8.95,28.7
2009-07-28,20.751,12.97,23.73
2009-07-29,23.471,10.29,28.93
2009-07-30,21.024,16.55,23.61
2009-07-31,20.29,14.15,23.73
2009-08-01,23.667,10.85,29.36
2009-08-02,17.358,14.42,19.38
2009-08-03,14.862,13.95,15.25
2009-08-04,19.862,13.11,23.12
2009-08-05,21.371,10.12,25.77
2009-08-06,23.46,11.91,28.47
2009-08-07,24.655,13.31,29.91
2009-08-08,17.951,14.97,21.18
2009-08-09,21,14.59,25.33
2009-08-10,19.093,16.25,22.97
2009-08-11,20.905,15,23.51
2009-08-12,22.826,15.31,26.47
2009-08-13,22.927,13.23,26.21
2009-08-14,22.695,14.91,25.46
2009-08-15,24.344,13.42,29.66
2009-08-16,25.48,14.6,30.19
2009-08-17,25.377,16.88,30.77
2009-08-18,25.878,15.75,29.87
2009-08-19,27.373,14.38,33.58
2009-08-20,27.518,15.34,33.29
2009-08-21,22.565,14.94,26.86
2009-08-22,18.545,12.59,21.2
2009-08-23,19.628,10.93,24
2009-08-24,24.176,10.45,30.58
2009-08-25,21.205,16.68,25.78
2009-08-26,20.853,15.75,25.08
2009-08-27,23.529,14.01,28.27
2009-08-28,21.575,13.77,26.29
2009-08-29,18.361,10.19,20.8
2009-08-30,18.021,5.464,22.59
2009-08-31,20.403,5.701,26.32
2009-09-01,23.362,10.8,29.47
2009-09-02,18.41,15.55,20.93
2009-09-03,18.96,15.5,21.13
2009-09-04,14.887,8.61,17.54
2009-09-05,14.325,5.729,17.86
2009-09-06,15.516,4.658,20.1
2009-09-07,17.926,4.701,23.81
2009-09-08,19.415,6.587,25.78
2009-09-09,20.03,7.61,24.68
2009-09-10,19.685,7.64,23.86
2009-09-11,16.69,13.36,19.09
2009-09-12,16.664,13.29,18.47
2009-09-13,17.495,11.14,20.56
2009-09-14,12.706,6.03,15.11
2009-09-15,12.882,5.887,16.27
2009-09-16,15.478,12.97,16.7
2009-09-17,16.256,13.55,18.33
2009-09-18,17.725,15.02,20.22
2009-09-19,18.165,14.33,21.23
2009-09-20,18.442,13.6,20.83
2009-09-21,19.845,13.04,22.38
2009-09-22,20.177,12.68,22.37
2009-09-23,18.803,9.63,23.4
2009-09-24,18.284,9.61,23.28
2009-09-25,16.936,11.31,19.66
2009-09-26,16.615,9.08,19.87
2009-09-27,17.519,8,22.96
2009-09-28,17.576,7.77,23.04
2009-09-29,17.912,7.6,23.43
2009-09-30,17.772,6.587,22.22
2009-10-01,16.11,7.36,19.95
2009-10-02,15.335,9.92,17.27
2009-10-03,14.248,3.835,18.27
2009-10-04,15.186,2.444,19.81
2009-10-05,12.369,2.845,15.69
2009-10-06,17.525,8.2,21.74
2009-10-07,20.367,8.98,25.55
2009-10-08,15.934,13.27,20.32
2009-10-09,15.36,11.38,18.72
2009-10-10,15.23,12.15,17.57
2009-10-11,13.637,6.795,15.59
2009-10-12,10.188,7.1,11.62
2009-10-13,8.941,4.48,11.56
2009-10-14,5.962,-0.455,9.02
2009-10-15,4.3,-2.727,7.04
2009-10-16,5.779,0.239,8.71
2009-10-17,5.443,0.64,8.72
2009-10-18,3.232,-1.059,5.654
2009-10-19,4.869,-1.508,7.79
2009-10-20,3.548,-3.032,9.38
2009-10-21,7.215,0.493,10.53
2009-10-22,10.415,2.662,14.83
2009-10-23,8.39,2.878,9.78
2009-10-24,7.684,5.442,9.67
2009-10-25,11.173,6.835,13.27
2009-10-26,12.256,6.483,13.38
2009-10-27,10.611,0.641,14.29
2009-10-28,8.501,1.625,13.63
2009-10-29,10.077,2.6,16.37
2009-10-30,7.371,4.407,7.9
2009-10-31,9.08,2.432,11.69
2009-11-01,8.485,2.893,12.16
2009-11-02,8.495,4.101,10.37
2009-11-03,6.74,3.812,8.67
2009-11-04,9.153,4.604,10.96
2009-11-05,8.736,3.627,11.49
2009-11-06,6.772,0.012,10.35
2009-11-07,4.788,-1.06,7.6
2009-11-08,5.186,2.995,7.18
2009-11-09,4.073,2.97,4.825
2009-11-10,4.137,2.73,4.726
2009-11-11,6.044,-1.576,7.7
2009-11-12,5.932,-1.737,8.46
2009-11-13,9.587,3.51,11.39
2009-11-14,8.402,4.851,11.58
2009-11-15,6.954,4.552,8.32
2009-11-16,10.339,7.57,11.7
2009-11-17,10.716,6.902,13.59
2009-11-18,12.138,4.038,15.01
2009-11-19,7.263,4.343,10.45
2009-11-20,7.153,4.662,9.76
2009-11-21,6.131,3.825,8.07
2009-11-22,7.916,4.024,9.99
2009-11-23,9.302,7.05,11.6
2009-11-24,9.391,4.802,10.6
2009-11-25,8.256,4.116,11.18
2009-11-26,8.778,0.16,10.57
2009-11-27,6.894,-0.597,9.04
2009-11-28,8.238,-1.214,10.85
2009-11-29,1.764,-2.222,4.183
2009-11-30,0.232,-0.392,4.158
2009-12-01,1.646,-0.218,2.466
2009-12-02,1.981,-1.569,3.376
2009-12-03,3.922,-2.519,7.24
2009-12-04,4.061,-2.244,7.1
2009-12-05,1.288,-3.121,4.171
2009-12-06,4.46,0.414,5.769
2009-12-07,6.757,5.685,7.68
2009-12-08,6.001,1.607,7.84
2009-12-09,4.659,-3.212,8.14
2009-12-10,3.574,-1.973,7.89
2009-12-11,3.747,1.027,5.003
2009-12-12,0.855,0.013,1.602
2009-12-13,-0.995,-1.712,0.32
2009-12-14,-2.472,-3.343,-1.496
2009-12-15,-3.655,-4.105,-3.096
2009-12-16,-3.051,-4.247,-1.528
2009-12-17,-3.705,-8.63,-3.092
2009-12-18,-4.21,-6.973,-3.251
2009-12-19,-6.496,-11.48,-4.259
2009-12-20,-6.313,-16.09,-1.019
2009-12-21,-0.474,-1.066,-0.031
2009-12-22,2.274,-0.491,3.776
2009-12-23,2.288,0.961,3.496
2009-12-24,1.08,-0.081,1.983
2009-12-25,4.503,-1.093,6.652
2009-12-26,-0.225,-5.094,3.005
2009-12-27,0.551,-4.106,3.367
2009-12-28,1.182,-0.98,2.111
2009-12-29,2.017,-0.392,5.133
2009-12-30,5.778,4.331,8.08
2009-12-31,5.237,2.138,5.957
2010-01-01,2.694,-0.202,3.27
2010-01-02,-0.827,-6.59,-0.004
2010-01-03,-2.225,-8.83,0.627
2010-01-04,-3.989,-9.97,-0.729
2010-01-05,-4.839,-7.85,-3.833
2010-01-06,-3.1,-5.056,-2.458
2010-01-07,-1.172,-4.685,0.499
2010-01-08,-2.245,-3.649,-1.825
2010-01-09,-4.57,-5.964,-3.743
2010-01-10,-5.382,-11.62,-3.472
2010-01-11,-4.061,-7.1,-3.201
2010-01-12,-3.15,-5.414,-2.168
2010-01-13,-1.995,-3.887,-0.466
2010-01-14,0.275,-0.498,0.934
2010-01-15,1.255,-0.167,1.782
2010-01-16,-0.715,-1.654,0.416
2010-01-17,5.127,0.322,6.64
2010-01-18,3.597,-2.218,7.17
2010-01-19,-1.602,-3.75,-1.095
2010-01-20,-2.886,-3.454,-1.484
2010-01-21,0.297,-1.401,0.651
2010-01-22,0.797,-0.813,1.749
2010-01-23,0.518,-2.92,2.388
2010-01-24,-1.528,-3.517,-0.137
2010-01-25,0.935,-1.232,1.932
2010-01-26,-1.281,-4.949,0.025
2010-01-27,-5.128,-5.762,-4.528
2010-01-28,-1.726,-4.457,-0.744
2010-01-29,-0.726,-2.347,0.341
2010-01-30,-1.005,-6.945,0.491
2010-01-31,-5.067,-10.93,-4.36
2010-02-01,-5.559,-14.26,-2.457
2010-02-02,-0.487,-4.466,0.709
2010-02-03,3.548,-3.366,5.867
2010-02-04,0.646,-6.744,5.444
2010-02-05,0.315,-2.315,0.837
2010-02-06,1.491,0.011,2.905
2010-02-07,1.209,-2.434,1.954
2010-02-08,-0.651,-1.92,-0.11
2010-02-09,-0.723,-2.595,0.503
2010-02-10,-5.263,-7.28,-1.179
2010-02-11,-5.724,-7.91,-4.268
2010-02-12,-4.248,-8.29,-3.622
2010-02-13,-4.296,-11.61,-2.799
2010-02-14,-2.799,-4.597,-1.737
2010-02-15,-2.667,-11.66,0.329
2010-02-16,-2.527,-14.05,2.594
2010-02-17,1.237,-3.381,3.179
2010-02-18,3.95,-2.227,6.409
2010-02-19,1.815,-0.937,3.828
2010-02-20,2.458,-1.246,4.424
2010-02-21,4.359,-3.432,7.09
2010-02-22,6.29,-0.942,10.76
2010-02-23,5.323,0.707,7.35
2010-02-24,6.601,1.649,9.74
2010-02-25,7.014,1.168,9.54
2010-02-26,5.837,-0.257,7.44
2010-02-27,6.084,-1.659,8.94
2010-02-28,8.072,1.733,11.2
2010-03-01,8.718,0.126,12.55
2010-03-02,6.748,2.043,8.67
2010-03-03,4.363,0.408,5.848
2010-03-04,2.401,-0.387,4.727
2010-03-05,0.986,-4.924,2.722
2010-03-06,-1.386,-5.199,0.023
2010-03-07,-3.239,-5.722,-1.234
2010-03-08,-2.573,-8.38,-0.08
2010-03-09,-4.746,-7.01,-2.521
2010-03-10,-2.793,-4.545,-1.346
2010-03-11,-1.861,-6.809,-0.869
2010-03-12,-0.397,-7.4,2.693
2010-03-13,1.972,-8.27,6.411
2010-03-14,1.136,-4.779,3.664
2010-03-15,3.763,0.083,6.119
2010-03-16,5.638,-1.077,8.77
2010-03-17,6.777,-3.597,12.95
2010-03-18,9.915,-1.291,15.55
2010-03-19,12.589,3.338,17.88
2010-03-20,12.111,5.453,15.6
2010-03-21,11.233,8.43,13.06
2010-03-22,12.49,4.461,15.75
2010-03-23,11.888,-0.074,17.6
2010-03-24,14.099,0.237,20.32
2010-03-25,13.237,3.417,17.81
2010-03-26,6.716,3.092,10.89
2010-03-27,6.971,1.807,11.69
2010-03-28,7.33,4.757,9.63
2010-03-29,12.396,6.404,17.1
