NEE_L3.1_L3.2_QCF,NEE_L3.1_L3.2_QCF0,date
-2.795805,-2.795805,2023-06-27
-0.4779963,,2023-06-27
1.2485074,1.2485074,2023-06-27
4.4460561,4.4460561,2023-06-27
11.10731415,,2023-06-27
8.6153706,8.6153706,2023-06-27
9.7904561,9.7904561,2023-06-27
10.5582213,10.5582213,2023-06-27
10.8599654,10.8599654,2023-06-27
10.2760302,10.2760302,2023-06-27
8.3731251,8.3731251,2023-06-27
,,2023-06-27
-9.63817,,2023-06-27
9.790321,,2023-06-28
-6.661452,,2023-06-28
-5.183794,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
5.0904063,,2023-06-28
8.143011,,2023-06-28
-4.479879,-4.479879,2023-06-28
-4.720681,-4.720681,2023-06-28
-6.921995,-6.921995,2023-06-28
-4.556022,,2023-06-28
-10.047668,,2023-06-28
2.278611,,2023-06-28
21.1142222,21.1142222,2023-06-28
14.9528419,,2023-06-28
8.92656781,8.92656781,2023-06-28
5.9196847,,2023-06-28
-2.5188945,-2.5188945,2023-06-28
-3.7420722,-3.7420722,2023-06-28
-2.67963192,-2.67963192,2023-06-28
-2.7441181,-2.7441181,2023-06-28
-3.20156597,-3.20156597,2023-06-28
-2.8036352,-2.8036352,2023-06-28
-2.6250687,-2.6250687,2023-06-28
-2.92596651,-2.92596651,2023-06-28
-1.921739,-1.921739,2023-06-28
-2.385544,-2.385544,2023-06-28
-1.2110899,-1.2110899,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-28
4.312273,4.312273,2023-06-28
4.9548944,4.9548944,2023-06-28
9.0472247,9.0472247,2023-06-28
,,2023-06-28
7.747721,,2023-06-28
,,2023-06-28
11.303239,,2023-06-28
,,2023-06-28
,,2023-06-28
,,2023-06-29
,,2023-06-29
,,2023-06-29
7.34913,,2023-06-29
,,2023-06-29
,,2023-06-29
,,2023-06-29
,,2023-06-29
,,2023-06-29
,,2023-06-29
,,2023-06-29
,,2023-06-29
-0.20921,,2023-06-29
,,2023-06-29
6.19365,,2023-06-29
-1.385082,,2023-06-29
-4.359062,-4.359062,2023-06-29
-2.7953784,-2.7953784,2023-06-29
-2.000631,-2.000631,2023-06-29
-3.06891,-3.06891,2023-06-29
-4.047252,-4.047252,2023-06-29
-3.8826232,-3.8826232,2023-06-29
-2.46085683,-2.46085683,2023-06-29
-3.1567874,-3.1567874,2023-06-29
-3.7703975,-3.7703975,2023-06-29
-2.6336945,-2.6336945,2023-06-29
-2.6667097,-2.6667097,2023-06-29
-2.7599763,-2.7599763,2023-06-29
-2.90336445,-2.90336445,2023-06-29
-0.8714865,,2023-06-29
2.2048449,2.2048449,2023-06-29
-1.007636,,2023-06-29
-3.053589,-3.053589,2023-06-29
0.9753768,0.9753768,2023-06-29
0.9289826,,2023-06-29
2.3633695,2.3633695,2023-06-29
2.542792,2.542792,2023-06-29
3.236246,,2023-06-29
4.629876,4.629876,2023-06-29
8.0989554,8.0989554,2023-06-29
3.495203,3.495203,2023-06-29
6.761216,,2023-06-29
3.452272,3.452272,2023-06-29
6.477058,6.477058,2023-06-29
4.88727464,,2023-06-29
5.5996226,,2023-06-29
5.6592699,,2023-06-29
3.895118,3.895118,2023-06-29
7.244555,7.244555,2023-06-30
3.456417,,2023-06-30
4.108022,4.108022,2023-06-30
4.621983,4.621983,2023-06-30
3.972878,3.972878,2023-06-30
6.017656,6.017656,2023-06-30
5.175874,5.175874,2023-06-30
2.2918321,,2023-06-30
,,2023-06-30
2.613976,,2023-06-30
4.439845,,2023-06-30
3.488296,,2023-06-30
5.048764,5.048764,2023-06-30
5.07851481,5.07851481,2023-06-30
4.3181201,4.3181201,2023-06-30
3.4949209,3.4949209,2023-06-30
3.6293415,3.6293415,2023-06-30
1.8723919,,2023-06-30
,,2023-06-30
0.8996477,0.8996477,2023-06-30
,,2023-06-30
-5.718164,,2023-06-30
0.156191,0.156191,2023-06-30
1.4789007,,2023-06-30
-2.75934,-2.75934,2023-06-30
-1.5948701,-1.5948701,2023-06-30
-9.764858,,2023-06-30
-1.836843,-1.836843,2023-06-30
-1.2849611,-1.2849611,2023-06-30
-1.6965483,-1.6965483,2023-06-30
-0.9328942,,2023-06-30
-0.8340755,,2023-06-30
3.077121,3.077121,2023-06-30
2.70617671,2.70617671,2023-06-30
4.4254255,4.4254255,2023-06-30
3.895092,3.895092,2023-06-30
2.7661535,2.7661535,2023-06-30
2.822853,2.822853,2023-06-30
4.353473,4.353473,2023-06-30
4.4897658,4.4897658,2023-06-30
7.034042,,2023-06-30
4.247429,,2023-06-30
3.538803,3.538803,2023-06-30
2.95535297,2.95535297,2023-06-30
2.4867384,2.4867384,2023-06-30
3.932574,3.932574,2023-06-30
4.196412,4.196412,2023-06-30
2.0064539,2.0064539,2023-06-30
3.867065,3.867065,2023-07-01
3.0845969,3.0845969,2023-07-01
1.5478791,,2023-07-01
3.671875,3.671875,2023-07-01
2.8591022,2.8591022,2023-07-01
3.494162,3.494162,2023-07-01
4.049275,,2023-07-01
3.86894,3.86894,2023-07-01
-2.357336,,2023-07-01
2.874326,,2023-07-01
1.6934476,1.6934476,2023-07-01
,,2023-07-01
,,2023-07-01
-4.968838,,2023-07-01
-1.255333,-1.255333,2023-07-01
-1.881882,-1.881882,2023-07-01
-1.9226148,-1.9226148,2023-07-01
,,2023-07-01
-1.664618,-1.664618,2023-07-01
-1.562446,-1.562446,2023-07-01
-0.6246352,-0.6246352,2023-07-01
-1.0543034,-1.0543034,2023-07-01
0.2864073,,2023-07-01
-0.85664295,-0.85664295,2023-07-01
-0.55371752,-0.55371752,2023-07-01
-0.7104324,-0.7104324,2023-07-01
-0.5433992,-0.5433992,2023-07-01
1.2714574,,2023-07-01
-0.722487,-0.722487,2023-07-01
-0.7716051,-0.7716051,2023-07-01
-0.7246392,-0.7246392,2023-07-01
0.9953337,0.9953337,2023-07-01
3.1291832,3.1291832,2023-07-01
3.3034548,3.3034548,2023-07-01
2.2607974,2.2607974,2023-07-01
2.4860696,2.4860696,2023-07-01
3.5941057,3.5941057,2023-07-01
5.145124,5.145124,2023-07-01
5.871119,5.871119,2023-07-01
3.948666,3.948666,2023-07-01
5.2270903,5.2270903,2023-07-01
3.1948225,3.1948225,2023-07-01
3.582181,3.582181,2023-07-01
6.113819,6.113819,2023-07-01
3.238892,3.238892,2023-07-01
3.869342,,2023-07-01
8.370821,8.370821,2023-07-01
4.634071,4.634071,2023-07-01
4.2565459,4.2565459,2023-07-02
3.3996205,3.3996205,2023-07-02
4.8757155,4.8757155,2023-07-02
5.5977818,5.5977818,2023-07-02
2.747002,,2023-07-02
5.4811278,5.4811278,2023-07-02
5.8344578,5.8344578,2023-07-02
6.299858,6.299858,2023-07-02
5.658913,5.658913,2023-07-02
3.36877,,2023-07-02
6.61272,6.61272,2023-07-02
1.8482136,,2023-07-02
2.379037,,2023-07-02
3.938701,3.938701,2023-07-02
2.3394487,2.3394487,2023-07-02
-2.410679,,2023-07-02
-5.502937,,2023-07-02
1.490383,1.490383,2023-07-02
-1.1466508,,2023-07-02
,,2023-07-02
0.6320427,,2023-07-02
-1.611578,-1.611578,2023-07-02
-2.545572,-2.545572,2023-07-02
-1.3304329,-1.3304329,2023-07-02
-1.3788708,-1.3788708,2023-07-02
0.5601384,0.5601384,2023-07-02
1.1713685,,2023-07-02
-0.3128591,,2023-07-02
1.5144606,1.5144606,2023-07-02
0.86626588,0.86626588,2023-07-02
-1.0231645,-1.0231645,2023-07-02
-1.9139243,,2023-07-02
1.5351006,,2023-07-02
-0.8518495,,2023-07-02
0.58372558,,2023-07-02
1.76866059,1.76866059,2023-07-02
3.0201515,3.0201515,2023-07-02
2.5921055,2.5921055,2023-07-02
4.6572107,4.6572107,2023-07-02
6.1745698,6.1745698,2023-07-02
8.4051643,8.4051643,2023-07-02
,,2023-07-02
10.82996648,10.82996648,2023-07-02
8.2318049,8.2318049,2023-07-02
6.4935047,6.4935047,2023-07-02
,,2023-07-02
2.763006,,2023-07-02
3.49762,,2023-07-02
7.0518126,7.0518126,2023-07-03
6.4358864,6.4358864,2023-07-03
5.75308286,5.75308286,2023-07-03
7.59704275,7.59704275,2023-07-03
7.1212918,7.1212918,2023-07-03
,,2023-07-03
4.156042,4.156042,2023-07-03
5.5737676,5.5737676,2023-07-03
3.118102,,2023-07-03
3.474469,3.474469,2023-07-03
3.774874,3.774874,2023-07-03
,,2023-07-03
,,2023-07-03
0.902258,,2023-07-03
-0.424127,,2023-07-03
,,2023-07-03
-3.927684,-3.927684,2023-07-03
-0.8355442,-0.8355442,2023-07-03
,,2023-07-03
,,2023-07-03
0.8312687,,2023-07-03
1.2577284,,2023-07-03
1.2727229,1.2727229,2023-07-03
-1.0441787,,2023-07-03
-0.555969,-0.555969,2023-07-03
-2.0915074,,2023-07-03
-0.778845,-0.778845,2023-07-03
-0.4606053,-0.4606053,2023-07-03
0.956975951,0.956975951,2023-07-03
-1.2129444,,2023-07-03
-0.6252532,-0.6252532,2023-07-03
1.076293,1.076293,2023-07-03
1.3849946,,2023-07-03
1.5681619,1.5681619,2023-07-03
0.9407053,0.9407053,2023-07-03
1.4433263,,2023-07-03
3.1592297,3.1592297,2023-07-03
2.5533062,2.5533062,2023-07-03
4.0422547,4.0422547,2023-07-03
5.462776,5.462776,2023-07-03
4.5056521,4.5056521,2023-07-03
6.02563,,2023-07-03
7.3785677,,2023-07-03
4.6913781,4.6913781,2023-07-03
-2.842965,,2023-07-03
3.279435,3.279435,2023-07-03
-4.283202,,2023-07-03
2.62202,,2023-07-03
-2.6908058,,2023-07-04
6.750463,6.750463,2023-07-04
4.983552,4.983552,2023-07-04
2.406701,2.406701,2023-07-04
3.109166,,2023-07-04
7.094657,,2023-07-04
4.461071,4.461071,2023-07-04
4.1259129,4.1259129,2023-07-04
,,2023-07-04
,,2023-07-04
,,2023-07-04
7.90144,,2023-07-04
-1.601502,-1.601502,2023-07-04
-1.131014,,2023-07-04
,,2023-07-04
-1.5770939,,2023-07-04
,,2023-07-04
-0.323682,-0.323682,2023-07-04
-0.5807491,,2023-07-04
-1.0619233,-1.0619233,2023-07-04
1.155557,1.155557,2023-07-04
-1.216073,-1.216073,2023-07-04
0.8008434,0.8008434,2023-07-04
1.48207289,1.48207289,2023-07-04
0.8343948,0.8343948,2023-07-04
0.7980775,0.7980775,2023-07-04
2.138215131,2.138215131,2023-07-04
1.2675002,,2023-07-04
3.0421789,3.0421789,2023-07-04
3.1261508,3.1261508,2023-07-04
3.9547187,3.9547187,2023-07-04
3.5026272,3.5026272,2023-07-04
3.4939426,3.4939426,2023-07-04
2.3485727,2.3485727,2023-07-04
2.6585608,2.6585608,2023-07-04
2.91680452,2.91680452,2023-07-04
3.7363202,3.7363202,2023-07-04
3.5706859,3.5706859,2023-07-04
4.1928897,4.1928897,2023-07-04
4.3635748,4.3635748,2023-07-04
6.585904,,2023-07-04
,,2023-07-04
6.10623,,2023-07-04
1.272387,,2023-07-04
10.493827,,2023-07-04
-1.00477,,2023-07-04
,,2023-07-04
,,2023-07-04
,,2023-07-05
-4.43856,,2023-07-05
,,2023-07-05
7.27942,,2023-07-05
14.157393,,2023-07-05
5.772582,5.772582,2023-07-05
9.05016,9.05016,2023-07-05
5.100641,,2023-07-05
8.653344,,2023-07-05
,,2023-07-05
18.089555,,2023-07-05
2.165275,2.165275,2023-07-05
,,2023-07-05
2.35427,2.35427,2023-07-05
,,2023-07-05
3.503209,3.503209,2023-07-05
15.74828,15.74828,2023-07-05
4.526329,4.526329,2023-07-05
8.771644,8.771644,2023-07-05
3.484104,3.484104,2023-07-05
5.622445,5.622445,2023-07-05
5.15723496,5.15723496,2023-07-05
4.1353135,4.1353135,2023-07-05
4.483371,4.483371,2023-07-05
4.754854,4.754854,2023-07-05
-8.5596233,,2023-07-05
7.713081,7.713081,2023-07-05
6.3177132,6.3177132,2023-07-05
5.378593,5.378593,2023-07-05
5.8339319,5.8339319,2023-07-05
5.5485206,5.5485206,2023-07-05
5.8930782,5.8930782,2023-07-05
5.1494343,5.1494343,2023-07-05
4.31724,4.31724,2023-07-05
4.841197,4.841197,2023-07-05
4.8857664,4.8857664,2023-07-05
2.8716025,2.8716025,2023-07-05
4.3548929,4.3548929,2023-07-05
4.5518625,4.5518625,2023-07-05
6.5008765,6.5008765,2023-07-05
6.0616007,6.0616007,2023-07-05
6.3500348,6.3500348,2023-07-05
3.3845937,3.3845937,2023-07-05
,,2023-07-05
-2.218701,,2023-07-05
4.957194,,2023-07-05
,,2023-07-05
,,2023-07-05
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
4.634583,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
4.060743,,2023-07-06
5.8825661,,2023-07-06
,,2023-07-06
4.718667,,2023-07-06
0.578086,,2023-07-06
-1.205835,-1.205835,2023-07-06
,,2023-07-06
0.927174,0.927174,2023-07-06
0.8577942,0.8577942,2023-07-06
1.8217209,1.8217209,2023-07-06
3.18071969,3.18071969,2023-07-06
1.1569112,1.1569112,2023-07-06
4.0172235,4.0172235,2023-07-06
3.9497189,3.9497189,2023-07-06
4.1708295,4.1708295,2023-07-06
5.05796929,5.05796929,2023-07-06
3.69151837,3.69151837,2023-07-06
1.8425608,1.8425608,2023-07-06
0.9419945,,2023-07-06
2.89919077,2.89919077,2023-07-06
3.4946147,3.4946147,2023-07-06
4.213501,4.213501,2023-07-06
4.8340534,4.8340534,2023-07-06
3.913653,3.913653,2023-07-06
3.8962958,3.8962958,2023-07-06
4.377031,4.377031,2023-07-06
3.8300035,3.8300035,2023-07-06
5.661104,,2023-07-06
6.555184,,2023-07-06
12.35604,,2023-07-06
12.655536,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-06
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-07
10.567439,,2023-07-07
6.19849,,2023-07-07
4.07132,4.07132,2023-07-07
2.391494,2.391494,2023-07-07
-2.431289,,2023-07-07
,,2023-07-07
-1.691618,,2023-07-07
11.391701,11.391701,2023-07-07
,,2023-07-07
,,2023-07-07
0.744498,0.744498,2023-07-07
1.4125297,,2023-07-07
1.5382555,1.5382555,2023-07-07
2.5043249,2.5043249,2023-07-07
1.9884923,1.9884923,2023-07-07
3.93877,3.93877,2023-07-07
3.9774089,3.9774089,2023-07-07
2.7038146,2.7038146,2023-07-07
4.786709578,4.786709578,2023-07-07
2.861621,2.861621,2023-07-07
3.0655673,3.0655673,2023-07-07
4.10109417,4.10109417,2023-07-07
3.5092448,3.5092448,2023-07-07
2.35102493,2.35102493,2023-07-07
3.1650526,3.1650526,2023-07-07
3.89090799,3.89090799,2023-07-07
3.0416918,3.0416918,2023-07-07
2.7898914,2.7898914,2023-07-07
,,2023-07-07
4.665535,4.665535,2023-07-07
,,2023-07-07
1.606695,,2023-07-07
,,2023-07-07
5.48882,5.48882,2023-07-07
,,2023-07-07
-6.754009,,2023-07-07
,,2023-07-07
,,2023-07-07
,,2023-07-08
,,2023-07-08
10.427274,,2023-07-08
,,2023-07-08
5.7371873,,2023-07-08
,,2023-07-08
6.555639,,2023-07-08
19.259411,,2023-07-08
10.9631,10.9631,2023-07-08
11.7017253,11.7017253,2023-07-08
10.533535,10.533535,2023-07-08
10.0517499,10.0517499,2023-07-08
9.2417319,9.2417319,2023-07-08
5.96128,5.96128,2023-07-08
6.022851,6.022851,2023-07-08
7.892506,7.892506,2023-07-08
6.6332212,6.6332212,2023-07-08
4.95723124,4.95723124,2023-07-08
6.226644,6.226644,2023-07-08
7.883608,7.883608,2023-07-08
7.602986,7.602986,2023-07-08
7.3552485,7.3552485,2023-07-08
6.2263352,6.2263352,2023-07-08
2.729494,,2023-07-08
8.769073,8.769073,2023-07-08
10.236796,10.236796,2023-07-08
5.379042,5.379042,2023-07-08
6.2486556,6.2486556,2023-07-08
5.0381903,5.0381903,2023-07-08
4.83512919,4.83512919,2023-07-08
5.0945913,5.0945913,2023-07-08
4.92631043,4.92631043,2023-07-08
5.48832,5.48832,2023-07-08
5.9867658,5.9867658,2023-07-08
5.29327011,5.29327011,2023-07-08
5.6629729,5.6629729,2023-07-08
5.3346224,5.3346224,2023-07-08
,,2023-07-08
20.341707,,2023-07-08
10.50084,,2023-07-08
17.80753,,2023-07-08
,,2023-07-08
,,2023-07-08
,,2023-07-08
,,2023-07-08
,,2023-07-08
6.335684,,2023-07-08
,,2023-07-08
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
,,2023-07-09
6.87301,,2023-07-09
4.775463,,2023-07-09
4.37405,4.37405,2023-07-09
3.388409,,2023-07-09
7.085645,,2023-07-09
2.09468,,2023-07-09
2.257458,2.257458,2023-07-09
2.133445,2.133445,2023-07-09
10.56341,,2023-07-09
3.451427,,2023-07-09
4.3366022,4.3366022,2023-07-09
5.534324,,2023-07-09
,,2023-07-09
4.378134,4.378134,2023-07-09
4.439111,4.439111,2023-07-09
4.67623269,4.67623269,2023-07-09
4.7772884,4.7772884,2023-07-09
4.8327565,4.8327565,2023-07-09
3.4461767,3.4461767,2023-07-09
3.8887541,3.8887541,2023-07-09
5.7689752,5.7689752,2023-07-09
3.7828777,3.7828777,2023-07-09
3.5565735,3.5565735,2023-07-09
,,2023-07-09
3.662572,3.662572,2023-07-09
2.9278809,2.9278809,2023-07-09
6.436055,6.436055,2023-07-09
2.8731545,2.8731545,2023-07-09
4.791663,,2023-07-09
1.097467,1.097467,2023-07-09
3.47693,,2023-07-09
9.947086,9.947086,2023-07-09
17.672771,,2023-07-09
,,2023-07-09
,,2023-07-09
8.88269,,2023-07-09
,,2023-07-09
,,2023-07-10
,,2023-07-10
,,2023-07-10
,,2023-07-10
,,2023-07-10
,,2023-07-10
,,2023-07-10
13.54398,,2023-07-10
7.19991,,2023-07-10
,,2023-07-10
,,2023-07-10
9.27012,9.27012,2023-07-10
8.51096,8.51096,2023-07-10
9.148085,9.148085,2023-07-10
9.941401,9.941401,2023-07-10
,,2023-07-10
,,2023-07-10
4.35667,,2023-07-10
-0.103648,,2023-07-10
,,2023-07-10
3.1970094,,2023-07-10
,,2023-07-10
,,2023-07-10
2.501222,2.501222,2023-07-10
3.225485,3.225485,2023-07-10
2.597445,2.597445,2023-07-10
3.1764531,3.1764531,2023-07-10
1.9860844,1.9860844,2023-07-10
3.0009072,3.0009072,2023-07-10
6.34388373,6.34388373,2023-07-10
6.1699398,6.1699398,2023-07-10
6.6178968,6.6178968,2023-07-10
7.17399738,7.17399738,2023-07-10
5.3856346,5.3856346,2023-07-10
5.7658611,5.7658611,2023-07-10
4.6534645,4.6534645,2023-07-10
6.15630295,6.15630295,2023-07-10
6.6602914,6.6602914,2023-07-10
5.829688,5.829688,2023-07-10
6.1979294,6.1979294,2023-07-10
5.5498688,5.5498688,2023-07-10
15.051865,,2023-07-10
6.83695,,2023-07-10
15.35025,,2023-07-10
7.183621,,2023-07-10
5.621923,5.621923,2023-07-10
-1.332557,,2023-07-10
-4.35841,,2023-07-10
,,2023-07-11
,,2023-07-11
,,2023-07-11
,,2023-07-11
,,2023-07-11
-9.97138,,2023-07-11
,,2023-07-11
,,2023-07-11
,,2023-07-11
-8.01883,,2023-07-11
5.22469,,2023-07-11
,,2023-07-11
7.17219,,2023-07-11
4.397437,4.397437,2023-07-11
4.419411,4.419411,2023-07-11
0.41936,,2023-07-11
3.168991,,2023-07-11
,,2023-07-11
,,2023-07-11
5.2277766,5.2277766,2023-07-11
3.92803,3.92803,2023-07-11
5.062271,5.062271,2023-07-11
4.249786,4.249786,2023-07-11
4.074572,,2023-07-11
,,2023-07-11
5.84431302,5.84431302,2023-07-11
6.118352,6.118352,2023-07-11
6.172935,6.172935,2023-07-11
5.813265,5.813265,2023-07-11
5.3040046,5.3040046,2023-07-11
5.18428799,5.18428799,2023-07-11
5.4492479,5.4492479,2023-07-11
7.490832,,2023-07-11
3.802831,3.802831,2023-07-11
4.9345645,4.9345645,2023-07-11
3.532808,3.532808,2023-07-11
,,2023-07-11
,,2023-07-11
,,2023-07-11
22.73749,,2023-07-11
7.828368,7.828368,2023-07-11
6.951855,,2023-07-11
,,2023-07-11
8.6882721,8.6882721,2023-07-11
9.370572,9.370572,2023-07-11
-3.597093,,2023-07-11
13.2207759,13.2207759,2023-07-11
16.406783,,2023-07-11
10.9491558,10.9491558,2023-07-12
10.0455265,10.0455265,2023-07-12
6.4221181,6.4221181,2023-07-12
8.97740835,8.97740835,2023-07-12
9.10413,,2023-07-12
5.8332126,,2023-07-12
3.90073,3.90073,2023-07-12
-5.8326586,,2023-07-12
21.439756,,2023-07-12
7.068807,7.068807,2023-07-12
5.658986,5.658986,2023-07-12
7.4896367,7.4896367,2023-07-12
,,2023-07-12
9.520987,9.520987,2023-07-12
6.457056,6.457056,2023-07-12
9.5039679,9.5039679,2023-07-12
10.36182,10.36182,2023-07-12
7.950368,7.950368,2023-07-12
7.102811,7.102811,2023-07-12
6.5835606,6.5835606,2023-07-12
8.5320789,8.5320789,2023-07-12
6.39487,6.39487,2023-07-12
7.525838,7.525838,2023-07-12
4.737121,4.737121,2023-07-12
5.913804,5.913804,2023-07-12
4.2975168,4.2975168,2023-07-12
8.3039174,8.3039174,2023-07-12
9.209174,9.209174,2023-07-12
6.796151,6.796151,2023-07-12
11.1177275,11.1177275,2023-07-12
8.0863476,8.0863476,2023-07-12
11.069654,11.069654,2023-07-12
8.6235728,8.6235728,2023-07-12
7.8089782,7.8089782,2023-07-12
9.031547,9.031547,2023-07-12
9.615257,9.615257,2023-07-12
7.6532713,7.6532713,2023-07-12
8.5921434,8.5921434,2023-07-12
8.4621265,8.4621265,2023-07-12
9.1260325,9.1260325,2023-07-12
8.564057,8.564057,2023-07-12
9.505142,,2023-07-12
9.6051336,9.6051336,2023-07-12
7.6265443,7.6265443,2023-07-12
6.2641318,6.2641318,2023-07-12
,,2023-07-12
7.21919,7.21919,2023-07-12
8.161138,,2023-07-12
-5.0727096,,2023-07-13
10.603921,,2023-07-13
18.6773,,2023-07-13
18.383375,,2023-07-13
8.988546,,2023-07-13
4.052525,,2023-07-13
,,2023-07-13
4.810632,4.810632,2023-07-13
4.21501,,2023-07-13
5.520983,5.520983,2023-07-13
4.867214,4.867214,2023-07-13
3.974275,3.974275,2023-07-13
5.95479,5.95479,2023-07-13
,,2023-07-13
4.422883,4.422883,2023-07-13
5.478883,5.478883,2023-07-13
2.751753,2.751753,2023-07-13
3.889687,3.889687,2023-07-13
5.7520336,,2023-07-13
4.8525904,4.8525904,2023-07-13
3.409841,3.409841,2023-07-13
3.063173,3.063173,2023-07-13
2.9454301,2.9454301,2023-07-13
3.8489141,3.8489141,2023-07-13
2.9879557,2.9879557,2023-07-13
4.3682702,4.3682702,2023-07-13
1.8372624,,2023-07-13
4.0552616,4.0552616,2023-07-13
3.574579,3.574579,2023-07-13
4.2784981,4.2784981,2023-07-13
5.19430738,5.19430738,2023-07-13
6.5935319,6.5935319,2023-07-13
5.9368209,5.9368209,2023-07-13
6.65598775,6.65598775,2023-07-13
6.8603258,6.8603258,2023-07-13
5.50458998,5.50458998,2023-07-13
5.94244,5.94244,2023-07-13
5.2909452,5.2909452,2023-07-13
6.7235349,6.7235349,2023-07-13
5.436873,5.436873,2023-07-13
7.52560675,7.52560675,2023-07-13
8.8039766,8.8039766,2023-07-13
6.9352246,6.9352246,2023-07-13
,,2023-07-13
8.18611,,2023-07-13
-6.560187,,2023-07-13
,,2023-07-13
,,2023-07-13
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
,,2023-07-14
16.71137,,2023-07-14
3.60411,,2023-07-14
1.96927,1.96927,2023-07-14
-0.52873,-0.52873,2023-07-14
2.875455,2.875455,2023-07-14
2.149561,2.149561,2023-07-14
1.780468,1.780468,2023-07-14
1.954443,,2023-07-14
2.7710299,2.7710299,2023-07-14
1.519323,,2023-07-14
1.3381485,,2023-07-14
1.9151605,1.9151605,2023-07-14
3.5010333,3.5010333,2023-07-14
3.8073353,3.8073353,2023-07-14
2.5151138,2.5151138,2023-07-14
1.8435905,1.8435905,2023-07-14
4.3367884,4.3367884,2023-07-14
4.6430777,4.6430777,2023-07-14
2.9971723,2.9971723,2023-07-14
5.8763134,5.8763134,2023-07-14
4.4880436,4.4880436,2023-07-14
5.6419195,5.6419195,2023-07-14
4.1645,4.1645,2023-07-14
4.836299,4.836299,2023-07-14
4.5816646,4.5816646,2023-07-14
5.3830294,5.3830294,2023-07-14
3.7978269,3.7978269,2023-07-14
3.236852,3.236852,2023-07-14
0.106644,,2023-07-14
,,2023-07-14
1.86548,,2023-07-14
,,2023-07-14
-6.26902,,2023-07-14
,,2023-07-14
,,2023-07-14
20.65624,,2023-07-14
,,2023-07-14
,,2023-07-15
,,2023-07-15
,,2023-07-15
,,2023-07-15
,,2023-07-15
,,2023-07-15
,,2023-07-15
-8.04528,,2023-07-15
,,2023-07-15
,,2023-07-15
-4.3820003,,2023-07-15
,,2023-07-15
2.88588,2.88588,2023-07-15
3.00944,3.00944,2023-07-15
7.44887,,2023-07-15
6.605733,6.605733,2023-07-15
4.221631,4.221631,2023-07-15
,,2023-07-15
,,2023-07-15
4.427773,,2023-07-15
2.8145143,,2023-07-15
1.488602,,2023-07-15
2.789547,2.789547,2023-07-15
6.6711527,6.6711527,2023-07-15
5.824819,,2023-07-15
5.397942,5.397942,2023-07-15
7.67466,7.67466,2023-07-15
8.82491094,8.82491094,2023-07-15
8.7672479,8.7672479,2023-07-15
8.137361,8.137361,2023-07-15
7.1533124,7.1533124,2023-07-15
6.60730525,6.60730525,2023-07-15
5.6392421,5.6392421,2023-07-15
5.4743539,5.4743539,2023-07-15
4.73590658,4.73590658,2023-07-15
3.6976041,,2023-07-15
14.542377,,2023-07-15
6.5709706,,2023-07-15
9.050263,9.050263,2023-07-15
7.411783,7.411783,2023-07-15
14.441273,14.441273,2023-07-15
,,2023-07-15
,,2023-07-15
12.6576913,12.6576913,2023-07-15
17.1291668,17.1291668,2023-07-15
15.5974707,15.5974707,2023-07-15
17.9767024,17.9767024,2023-07-15
,,2023-07-15
,,2023-07-16
,,2023-07-16
,,2023-07-16
20.47215891,20.47215891,2023-07-16
13.2003408,13.2003408,2023-07-16
8.92178306,8.92178306,2023-07-16
4.848593,4.848593,2023-07-16
7.0065503,7.0065503,2023-07-16
,,2023-07-16
,,2023-07-16
3.079988,3.079988,2023-07-16
3.66119,3.66119,2023-07-16
3.569886,3.569886,2023-07-16
3.9762986,3.9762986,2023-07-16
2.092547,2.092547,2023-07-16
3.444305,3.444305,2023-07-16
2.458481,2.458481,2023-07-16
1.785777,1.785777,2023-07-16
4.182418,4.182418,2023-07-16
6.3089041,,2023-07-16
3.5715194,3.5715194,2023-07-16
4.3730388,4.3730388,2023-07-16
5.1815543,5.1815543,2023-07-16
4.104895,4.104895,2023-07-16
3.6054451,3.6054451,2023-07-16
4.7619177,4.7619177,2023-07-16
7.3270816,,2023-07-16
5.423754,5.423754,2023-07-16
3.2383409,3.2383409,2023-07-16
5.25131847,5.25131847,2023-07-16
4.6950527,4.6950527,2023-07-16
4.0161943,4.0161943,2023-07-16
7.3378214,7.3378214,2023-07-16
5.30923,5.30923,2023-07-16
