TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19931128,-3.91,-4.372,0.637,-3.206,1.316,69.034,252.41,0.193,96.797,0.054,1.256
19931129,-5.027,-5.042,0.942,-5.003,1.651,68.472,244.52,0.349,96.713,0.13,2.115
19931130,-5.051,-5.206,1.545,-4.815,2.614,63.405,260.434,0.211,95.947,0.01,0.727
19931201,-1.094,-1.577,1.572,-0.289,1.106,29.688,320.174,0.264,95.516,2.121,1.039
19931202,1.448,1.027,2.177,2.148,1.843,31.187,308.327,0.417,96.718,0.287,1.645
19931203,3.721,3.011,1.276,4.904,1.508,33.412,329.39,0.21,97.116,0.137,0.952
19931204,3.548,2.563,1.986,5.19,3.728,64.627,293.783,1.124,96.705,0.012,1.365
19931205,4.353,3.545,1.235,5.698,0.976,25.511,336.851,0.402,97.096,1.1,1.335
19931206,0.465,0.094,0.733,1.084,1.111,40.727,307.581,0.012,96.935,0.061,0.94
19931207,2.803,2.747,1.029,2.896,0.66,37.319,320.494,0.494,96.206,4.102,2.863
19931208,5.809,6.331,2.957,4.939,1.175,9.806,337.68,0.997,95.717,5.419,4.861
19931209,9.326,9.154,1.623,9.614,0.699,32.844,336.081,3.185,95.841,2.24,6.471
19931210,8.003,7.686,1.778,8.53,1.466,16.946,335.514,2.591,96.077,1.774,3.338
19931211,3.824,4.296,2.609,3.038,0.182,38.239,305.595,0.964,95.815,8.817,4.956
19931212,2.474,2.004,0.618,3.257,1.18,42.647,302.599,1.518,96.46,3.043,3.378
19931213,7.445,6.94,2.477,8.285,2.194,53.921,305.293,3.921,95.331,0.153,3.786
19931214,5.197,5.439,1.639,4.793,0.749,39.495,313.405,1.276,95.131,9.163,2.298
19931215,3.989,3.843,1.207,4.232,1.783,52.714,308.998,1.517,94.616,1.933,2.812
19931216,3.06,2.93,0.314,3.275,0.279,34.182,308.451,0.561,94.716,9.953,4.489
19931217,4.721,4.668,1.457,4.81,0.776,9.061,334.355,0.725,96.248,5.712,5.156
19931218,5.936,5.458,0.882,6.734,1.3,44.186,312.548,0.93,97.035,0.013,1.65
19931219,6.601,6.393,3.474,6.947,2.013,11.046,329.558,1.445,96.598,4.76,3.591
19931220,13.094,12.602,1.439,13.915,0.976,30.682,362.922,3.705,95.936,1.976,6.615
19931221,8.43,8.578,5.092,8.183,1.523,39.8,323.613,2.736,95.253,10.161,6.291
19931222,2.508,2.278,1.477,2.892,1.03,38.394,298.05,1.676,96.019,2.258,4.953
19931223,3.878,3.758,0.766,4.078,0.39,24.979,306.233,0.984,95.59,4.117,4.176
19931224,1.006,0.974,1.33,1.061,0.69,37.46,301.074,0.535,94.252,13.025,3.283
19931225,0.038,-0.274,1.074,0.557,0.186,27.231,309.254,0.129,94.271,7.602,2.928
19931226,-2.133,-2.025,0.992,-2.312,0.346,40.709,287.322,0.358,94.928,1.983,2.129
19931227,-0.942,-1.198,0.884,-0.515,0.772,36.438,302.803,0.365,95.697,1.549,2.22
19931228,-1.524,-1.544,0.35,-1.491,0.881,38.673,294.798,0.195,95.893,0.454,1.048
19931229,1.537,1.123,1.429,2.228,1.581,48.567,305.536,0.562,96.208,1.374,1.267
19931230,6.421,5.878,1.427,7.327,1.511,50.092,317.195,2.142,96.471,1.125,3.413
19931231,7.994,7.354,0.777,9.06,1.094,23.797,335.918,2.54,95.838,13.906,3.842
19940101,2.469,2.924,1.761,1.712,0.437,33.342,321.783,0.148,95.844,12.815,2.406
19940102,3.018,2.631,3.36,3.664,2.98,19.346,315.71,0.503,95.532,5.197,3.259
19940103,5.541,5.402,0.345,5.773,1.026,25.529,323.553,0.552,95.389,0.994,2.037
19940104,5.891,5.936,0.769,5.816,0.994,37.378,315.557,0.878,95.015,8.95,2.756
19940105,5.577,5.107,1.451,6.359,1.706,45.443,309.142,2.296,94.82,2.926,3.456
19940106,4.529,4.333,0.383,4.854,0.811,23.108,320.351,0.514,93.639,1.682,0.85
19940107,3.203,3.19,0.767,3.226,1.103,34.269,319.381,0.009,94.054,2.273,1.348
19940108,1.825,1.679,0.71,2.07,0.855,41.469,309.445,0.096,95.607,2.353,0.915
19940109,1.195,0.732,0.9,1.966,1.379,36.685,300.126,0.043,95.648,0.022,0.655
19940110,0.943,0.829,1.081,1.134,1.409,46.139,303.165,0.026,94.73,0.018,0.711
19940111,1.702,1.737,0.708,1.644,0.501,17.885,328.736,0.0,95.124,2.672,1.979
19940112,3.352,3.291,3.257,3.454,2.941,53.48,297.146,1.101,96.185,0.005,1.835
19940113,8.813,8.168,0.597,9.888,1.117,18.566,332.153,2.723,96.521,2.782,3.863
19940114,5.113,5.367,1.603,4.689,0.272,8.869,338.162,0.026,96.471,15.555,1.948
19940115,2.846,2.624,0.609,3.217,1.465,48.693,292.847,0.47,95.86,2.36,1.378
19940116,0.956,0.549,0.644,1.636,1.104,49.17,297.868,0.107,94.926,2.863,0.608
19940117,-0.413,-0.493,0.92,-0.291,0.209,28.109,313.802,0.002,95.782,8.796,1.891
19940118,-4.192,-4.112,0.942,-4.314,1.563,74.898,243.963,0.135,97.306,0.049,1.456
19940119,-4.58,-5.197,1.68,-3.64,2.307,77.453,234.652,0.4,97.002,0.0,0.362
19940120,-5.423,-5.564,2.677,-5.209,2.561,60.376,257.047,0.129,97.018,0.082,1.259
19940121,-1.975,-2.071,0.668,-1.829,0.749,60.246,277.242,0.239,97.239,0.1,1.973
19940122,-2.686,-3.073,1.606,-2.097,2.345,76.946,253.207,0.627,97.55,0.016,0.604
19940123,0.202,-0.458,3.545,1.21,3.123,51.009,306.799,0.408,97.441,4.794,2.066
19940124,4.557,4.606,1.358,4.482,0.886,11.111,347.483,0.231,96.805,8.806,3.153
19940125,7.264,7.157,0.584,7.427,0.577,8.141,355.44,0.678,96.431,7.516,4.179
19940126,4.062,4.373,2.189,3.587,0.662,55.887,312.786,0.785,96.338,9.183,5.474
19940127,4.573,4.195,1.584,5.149,1.273,48.72,317.419,2.067,96.97,0.574,4.331
19940128,3.146,3.629,2.147,2.41,0.512,65.494,296.21,1.322,96.669,5.0,5.76
19940129,0.405,0.121,1.354,0.839,2.016,83.52,268.337,1.65,97.831,0.714,2.299
19940130,3.841,2.805,2.66,5.422,3.394,89.81,276.971,3.035,97.344,0.0,2.352
19940131,3.535,2.803,1.136,4.652,1.806,71.626,295.449,1.488,96.958,0.581,1.848
19940201,2.465,2.067,1.681,3.073,2.68,96.958,265.142,1.213,96.587,0.0,1.085
19940202,4.506,4.294,1.367,4.829,1.699,34.15,317.146,1.975,96.27,1.542,1.222
19940203,6.466,5.957,1.062,7.178,1.675,50.097,324.652,2.534,95.055,0.032,1.248
19940204,5.517,5.519,1.339,5.515,1.781,51.436,312.677,1.267,94.368,0.007,1.477
19940205,4.746,4.354,1.294,5.294,2.459,94.944,293.716,0.881,94.898,0.056,0.972
19940206,3.346,3.317,0.278,3.384,0.509,42.968,334.592,0.084,95.747,1.717,1.436
19940207,3.063,2.763,0.387,3.448,0.696,52.882,330.557,0.152,95.708,1.045,1.178
19940208,1.956,1.787,0.649,2.174,0.876,52.408,324.073,0.001,96.225,7.888,1.065
19940209,1.622,1.044,0.857,2.366,1.778,76.377,296.571,0.561,97.061,1.056,1.27
19940210,1.868,1.55,0.445,2.277,0.916,64.953,305.724,0.851,96.511,3.429,2.299
19940211,1.06,0.401,0.694,1.907,1.064,73.944,284.689,0.773,96.54,1.982,2.07
19940212,-0.834,-1.067,0.612,-0.534,1.305,93.779,258.306,0.676,96.332,0.117,3.68
19940213,-2.722,-2.864,1.525,-2.539,0.291,86.626,263.542,0.711,95.868,0.291,4.141
19940214,-3.86,-3.979,1.671,-3.707,2.196,123.598,239.856,0.822,95.753,0.11,3.01
19940215,-2.048,-2.095,1.303,-1.987,1.191,57.457,306.303,0.614,96.224,0.8,0.991
19940216,-0.652,-1.52,1.306,0.465,1.763,105.433,277.421,0.599,96.461,0.13,0.878
19940217,-1.157,-1.987,1.501,-0.089,2.253,92.445,275.588,0.916,96.26,0.067,1.702
19940218,-0.366,-1.251,1.337,0.771,2.29,97.29,268.158,1.103,96.126,0.0,0.842
19940219,-1.281,-1.819,1.066,-0.59,2.238,125.843,250.78,0.645,96.317,0.008,1.328
19940220,-0.33,-0.72,2.922,0.171,1.556,43.202,295.336,0.27,95.54,2.765,1.429
19940221,2.601,2.457,0.902,2.786,0.718,58.959,310.035,0.451,95.668,3.234,2.393
19940222,4.049,2.812,3.509,5.511,3.113,81.887,299.597,2.021,95.804,0.141,2.395
19940223,4.526,3.549,1.242,5.682,2.686,78.63,304.198,2.073,95.282,1.728,1.138
19940224,3.497,3.371,1.162,3.647,1.16,44.331,311.54,0.321,95.08,6.463,1.878
19940225,6.594,5.587,1.845,7.688,2.324,82.643,311.001,1.918,96.031,1.889,2.303
19940226,7.124,6.605,3.702,7.688,4.52,123.458,290.293,2.631,96.057,0.0,0.576
19940227,7.543,6.727,3.988,8.43,4.959,123.489,296.087,2.918,95.481,0.003,0.857
19940228,8.363,7.86,1.973,8.91,3.188,125.223,311.654,2.458,95.42,1.31,1.256
19940301,6.94,6.325,0.789,7.608,1.328,80.463,323.262,0.965,95.918,4.807,1.75
19940302,5.367,4.826,0.48,5.955,1.49,64.757,331.399,1.324,96.699,5.575,2.711
19940303,7.114,6.426,2.3,7.862,2.639,120.118,329.36,1.525,96.844,4.422,2.777
19940304,6.629,6.229,1.588,7.063,2.822,147.815,293.149,3.173,97.296,1.15,2.369
19940305,7.012,5.675,4.578,8.466,6.263,163.374,275.224,4.364,96.72,0.0,0.859
19940306,8.266,8.074,1.569,8.475,0.571,32.619,336.151,1.953,96.995,7.525,2.242
19940307,6.642,6.102,2.863,7.229,3.2,128.86,307.562,2.754,97.029,0.0,1.766
19940308,9.646,9.052,2.166,10.291,3.162,83.486,334.413,2.772,96.994,0.064,1.38
19940309,11.571,10.864,3.64,12.339,5.188,163.061,311.788,3.595,96.827,0.0,0.61
19940310,11.501,10.863,0.995,12.139,2.835,121.881,323.138,2.491,97.05,0.457,1.637
19940311,10.592,10.484,2.156,10.699,4.206,142.542,327.273,2.716,96.871,0.015,1.399
19940312,10.093,8.72,1.083,11.465,2.264,139.971,324.424,3.075,96.387,4.253,2.439
19940313,7.397,7.281,1.329,7.512,1.715,68.258,339.999,2.304,96.282,1.003,4.432
19940314,8.496,8.43,0.982,8.561,2.137,135.521,325.525,2.599,96.898,1.14,3.684
19940315,8.714,7.847,1.608,9.581,2.313,147.259,314.497,3.207,96.762,0.424,3.913
19940316,7.191,6.933,0.566,7.449,1.215,100.272,323.318,2.505,96.461,3.307,4.685
19940317,5.076,5.06,0.996,5.092,0.284,138.48,302.16,2.314,96.498,3.002,4.555
19940318,5.206,4.178,2.885,6.152,2.93,121.895,294.987,2.369,96.506,0.187,3.398
19940319,7.707,6.527,1.258,8.792,1.705,115.167,318.53,3.666,95.905,2.11,4.489
19940320,6.719,6.663,0.497,6.77,1.225,57.949,339.186,0.885,96.071,10.844,3.829
19940321,8.845,7.904,1.211,9.71,1.634,121.594,332.788,1.962,95.94,5.732,2.019
19940322,8.74,7.378,1.37,9.993,2.447,126.904,317.975,2.157,96.731,0.042,1.761
19940323,10.831,9.646,2.7,11.922,3.291,151.527,323.958,4.16,97.163,0.0,2.367
19940324,14.479,13.005,2.543,15.835,2.879,159.832,326.965,7.063,96.893,0.831,4.256
19940325,15.299,14.392,2.068,16.067,3.679,196.754,326.881,6.876,96.14,1.15,3.189
19940326,8.502,9.119,3.486,7.979,0.922,131.656,323.382,2.447,95.847,6.479,2.691
19940327,4.889,3.611,2.78,5.97,4.086,225.285,265.096,3.147,96.453,0.002,2.042
19940328,7.567,5.881,4.311,8.994,4.829,176.167,303.007,3.9,96.453,0.12,1.642
19940329,11.63,10.464,1.308,12.616,2.839,132.365,328.948,3.965,96.877,0.183,2.05
19940330,12.826,11.682,3.521,13.793,4.975,223.144,306.797,5.107,96.518,0.0,1.183
19940331,11.233,10.992,1.297,11.437,1.513,84.683,321.856,3.758,95.797,1.468,2.696
19940401,8.777,7.247,2.045,10.071,2.356,86.359,328.072,2.488,94.93,8.648,4.024
19940402,2.972,2.22,0.907,3.607,1.383,167.984,295.592,1.077,95.378,6.322,3.428
19940403,2.002,1.354,1.097,2.55,1.862,183.79,285.536,1.122,96.261,1.306,1.741
19940404,2.697,2.232,3.083,3.091,2.315,40.787,313.172,0.833,95.778,7.692,3.131
19940405,2.915,1.612,1.039,4.018,2.433,214.37,279.384,1.849,95.949,1.931,2.542
19940406,2.323,1.228,1.56,3.249,2.098,155.018,294.198,0.717,95.666,4.852,1.846
19940407,4.313,3.009,1.017,5.416,2.564,206.877,300.526,1.538,94.95,4.239,1.33
19940408,3.555,2.831,0.6,4.119,1.136,151.513,311.271,0.727,95.458,5.925,3.37
19940409,2.718,1.655,0.407,3.478,1.113,131.427,300.484,1.017,94.804,6.139,3.607
19940410,2.875,1.704,0.972,3.711,2.041,188.272,291.472,1.206,94.564,3.328,1.62
19940411,2.542,1.19,1.404,3.508,1.878,160.383,309.044,0.427,95.46,4.84,1.514
19940412,2.906,2.622,1.575,3.108,1.926,116.21,327.063,0.241,95.69,8.065,2.403
19940413,4.079,4.016,0.226,4.125,0.628,62.388,339.528,0.237,95.765,8.397,4.232
19940414,3.385,2.718,0.878,3.862,0.593,115.021,322.851,0.407,95.819,5.583,1.791
19940415,3.025,2.636,1.99,3.302,2.062,142.374,325.024,0.722,95.919,7.567,1.34
19940416,6.358,6.1,2.524,6.543,2.488,133.966,325.195,1.124,95.656,0.325,2.482
19940417,7.865,7.19,0.851,8.347,0.739,83.577,354.647,0.412,94.869,5.657,2.463
19940418,5.237,5.037,0.513,5.379,0.961,106.368,341.148,0.751,95.371,2.921,3.074
19940419,5.667,5.172,2.661,6.02,2.987,160.147,323.226,1.742,95.307,0.057,1.212
19940420,8.34,7.613,2.147,8.859,2.757,172.978,321.772,2.175,95.17,0.977,0.587
19940421,9.118,8.128,1.129,9.825,2.158,160.699,332.343,1.435,95.466,8.291,0.865
19940422,11.658,10.507,3.35,12.481,4.212,266.489,306.935,4.919,95.651,0.087,0.879
19940423,12.772,11.661,2.009,13.565,3.156,230.843,313.393,5.022,95.514,1.446,0.764
19940424,12.764,11.193,1.799,13.886,2.948,208.722,324.24,4.273,95.513,3.255,1.135
19940425,9.187,8.725,0.941,9.518,0.993,90.589,347.078,0.519,95.664,13.76,2.029
19940426,10.495,9.591,2.901,11.086,3.564,249.469,323.332,4.48,96.847,1.863,1.269
19940427,11.253,10.47,2.458,11.766,3.153,158.348,330.856,3.011,97.339,0.987,0.767
19940428,13.951,12.961,2.56,14.6,4.571,224.066,334.866,4.658,97.58,0.056,1.82
19940429,15.627,14.05,3.468,16.661,4.719,295.168,311.416,7.429,97.32,0.0,2.301
19940430,17.225,15.265,3.075,18.401,5.148,262.111,328.388,8.568,96.931,0.003,1.277
19940501,15.313,13.965,1.688,16.122,1.669,219.322,327.968,5.425,96.737,0.488,2.074
19940502,12.041,10.253,2.44,13.113,4.393,309.385,289.848,6.367,96.628,0.0,2.582
19940503,13.762,11.664,5.133,15.02,6.888,295.014,306.039,7.379,96.232,0.03,1.499
19940504,11.798,11.214,2.376,12.148,1.583,94.808,350.808,2.252,96.121,6.686,2.485
19940505,8.478,8.005,0.462,8.761,1.112,191.596,330.225,1.997,96.611,2.605,2.409
19940506,10.11,8.896,2.877,10.838,3.388,120.692,341.566,2.451,96.676,1.231,0.984
19940507,14.066,12.179,4.19,15.198,5.389,303.002,311.121,5.838,96.149,0.0,1.46
19940508,13.441,12.369,1.516,14.085,1.447,162.464,352.553,3.616,95.753,9.114,1.705
19940509,10.039,9.697,0.189,10.244,0.827,59.075,367.321,0.411,95.944,10.338,1.587
19940510,11.183,10.232,1.326,11.754,2.225,130.674,357.709,1.514,96.061,0.785,1.522
19940511,12.24,11.069,2.52,12.942,3.579,249.243,328.109,3.592,95.52,0.03,2.702
19940512,11.243,10.916,1.003,11.44,1.346,87.921,347.581,1.004,95.577,8.859,1.08
19940513,14.396,12.994,2.867,15.237,3.49,267.657,336.784,3.89,95.693,1.963,1.296
19940514,13.936,13.029,0.846,14.48,2.281,194.345,342.695,3.153,95.371,7.652,1.583
19940515,15.793,13.794,3.009,16.992,3.466,257.409,331.062,5.732,95.875,1.042,1.138
19940516,16.712,14.646,0.914,17.844,3.309,252.443,341.364,6.104,95.576,5.012,1.222
19940517,14.064,13.559,1.001,14.34,2.604,145.313,355.377,2.947,95.52,4.649,1.183
19940518,11.38,11.603,0.515,11.257,0.221,35.977,367.617,0.229,94.904,35.907,1.297
19940519,10.23,10.435,0.39,10.118,0.327,36.596,372.734,0.165,95.036,19.073,3.204
19940520,10.794,10.432,1.122,10.992,1.39,79.534,351.844,0.747,95.193,6.046,1.467
19940521,11.415,10.502,2.756,11.916,3.257,133.297,344.131,1.729,95.548,10.276,1.054
19940522,15.433,14.05,1.673,16.191,2.58,231.628,350.412,3.33,96.074,7.647,1.411
19940523,15.529,14.332,0.961,16.128,2.096,171.955,358.414,2.917,95.873,7.23,1.447
19940524,15.402,13.812,0.486,16.197,2.422,169.621,369.484,1.936,95.644,16.458,1.532
19940525,14.214,13.015,1.125,14.814,2.625,206.458,349.879,3.802,95.962,1.085,1.911
19940526,12.886,11.701,0.715,13.479,1.006,161.955,339.968,2.347,95.775,6.049,1.854
19940527,11.496,10.344,0.689,12.072,1.756,197.636,338.947,1.845,96.164,3.161,2.444
19940528,13.181,11.035,3.477,14.255,3.997,235.613,346.51,3.877,96.17,1.315,1.417
19940529,13.988,13.14,0.821,14.413,2.326,171.937,355.475,2.385,96.25,6.978,0.819
19940530,12.466,11.591,1.17,12.903,1.942,147.365,351.64,1.838,96.613,0.236,2.021
19940531,15.493,13.908,4.466,16.285,4.978,327.047,321.626,5.592,96.794,0.028,1.095
19940601,20.08,17.681,3.714,21.279,5.264,339.974,336.518,10.255,96.561,0.0,0.706
19940602,19.325,16.662,2.541,20.656,2.533,250.785,364.116,7.244,95.945,17.958,1.663
19940603,15.287,13.197,1.243,16.332,2.722,265.194,340.098,5.184,96.316,3.654,2.592
19940604,11.549,10.616,0.482,12.016,1.52,195.744,335.835,3.37,96.144,3.847,3.487
19940605,9.981,10.118,0.994,9.912,1.523,194.649,336.008,2.44,96.213,8.485,4.701
19940606,11.578,9.883,3.444,12.426,3.44,205.297,332.5,3.988,96.88,0.162,2.325
19940607,16.302,14.435,2.476,17.235,3.696,193.989,365.828,4.614,96.799,0.491,1.144
19940608,17.73,14.838,2.557,19.176,4.359,278.243,348.201,6.206,96.316,3.785,1.653
19940609,10.891,11.17,1.688,10.752,1.221,173.044,344.018,2.453,96.967,13.58,2.154
19940610,9.487,8.313,1.083,10.074,1.927,216.646,323.459,1.885,97.018,5.886,1.647
19940611,8.33,8.13,0.915,8.431,1.438,124.187,346.887,0.641,96.756,8.001,2.448
19940612,11.677,10.602,2.403,12.215,2.364,198.002,351.211,2.831,96.804,1.423,5.035
19940613,14.704,13.169,2.227,15.471,3.236,254.757,332.492,6.261,96.776,0.037,3.797
19940614,15.22,13.612,2.312,16.024,3.268,252.025,341.861,5.285,96.606,0.152,1.794
19940615,17.137,14.546,3.117,18.432,4.179,298.835,340.501,7.129,96.533,0.075,1.076
19940616,17.309,15.149,2.467,18.39,4.082,320.694,324.363,8.351,96.31,0.026,2.009
19940617,17.191,14.801,2.609,18.386,3.925,311.334,321.69,8.681,96.269,0.094,1.365
19940618,20.112,17.662,3.94,21.337,5.617,313.988,336.281,12.201,96.174,0.067,1.651
19940619,20.073,18.32,1.446,20.95,2.169,244.944,360.117,7.31,96.226,7.121,1.668
19940620,15.474,15.261,0.447,15.581,1.045,97.303,376.861,1.933,96.402,7.247,1.209
19940621,18.143,16.76,2.345,18.835,2.952,255.292,354.517,5.547,96.797,0.423,0.744
19940622,19.655,17.393,2.39,20.786,3.737,304.989,349.99,7.434,97.108,0.021,2.062
19940623,19.724,17.708,2.603,20.731,3.82,255.921,364.215,6.447,96.957,0.102,1.482
19940624,21.118,19.191,2.953,22.082,4.811,305.214,359.44,7.537,96.319,0.155,1.434
19940625,22.062,19.989,1.066,23.099,3.107,271.744,374.594,8.065,95.981,0.192,1.014
19940626,20.079,18.98,2.351,20.629,2.855,184.719,373.829,4.747,96.089,2.816,1.35
19940627,19.926,18.473,1.035,20.652,2.227,194.676,381.425,3.514,96.539,7.218,1.362
19940628,21.131,19.482,2.502,21.955,3.38,240.525,380.019,5.926,96.613,0.254,0.735
19940629,22.171,19.942,0.624,23.286,2.756,247.116,376.702,7.005,96.692,5.654,1.638
19940630,21.772,19.955,2.198,22.68,4.249,289.517,373.109,6.485,96.749,0.757,1.63
19940701,22.4,20.429,2.61,23.385,4.039,270.25,371.853,7.0,96.441,1.138,1.211
19940702,24.106,22.24,2.037,25.039,4.12,304.495,366.526,10.53,96.224,3.429,0.64
19940703,25.291,23.202,2.909,26.335,5.024,303.639,377.595,13.591,96.242,3.206,0.936
19940704,25.113,22.397,1.357,26.471,3.264,285.499,380.164,11.725,96.304,9.612,1.384
19940705,21.319,19.799,1.16,22.079,2.546,218.852,383.744,6.286,96.531,9.913,1.267
19940706,19.986,18.536,0.605,20.711,2.747,228.626,376.22,5.382,96.305,15.868,1.565
19940707,16.291,15.57,0.761,16.652,1.612,176.383,361.059,4.705,96.51,1.453,2.453
19940708,15.689,14.582,2.23,16.242,2.394,165.014,352.954,4.915,96.518,1.561,1.239
19940709,17.102,15.897,1.198,17.704,2.18,209.267,367.471,4.848,96.628,3.247,1.652
19940710,18.396,16.057,3.61,19.565,4.613,332.264,331.477,8.193,96.76,0.146,2.618
19940711,20.0,17.858,2.961,21.071,4.968,338.908,329.485,10.125,96.601,0.53,2.299
19940712,21.342,18.928,4.184,22.55,5.346,295.935,350.629,10.339,96.457,0.521,0.984
19940713,22.722,20.534,2.027,23.815,4.148,274.808,365.58,10.273,96.466,0.376,1.165
19940714,20.913,19.079,0.668,21.829,1.821,240.208,375.497,6.122,96.67,5.262,0.985
19940715,20.446,19.045,3.011,21.146,3.653,252.884,369.915,6.143,96.792,1.73,0.941
19940716,22.528,21.326,2.997,23.13,4.433,320.724,359.491,9.383,96.622,0.072,0.963
19940717,23.664,22.805,2.576,24.093,3.821,257.008,380.572,9.515,96.424,0.378,0.678
19940718,20.953,20.045,1.719,21.407,1.669,190.527,378.76,4.88,96.292,7.929,1.225
19940719,17.992,16.905,0.732,18.536,1.152,162.148,388.162,2.364,96.123,15.106,1.952
19940720,16.496,16.0,0.915,16.743,1.718,135.339,390.177,1.19,96.125,6.519,1.147
19940721,19.296,18.045,2.482,19.921,3.27,216.62,380.416,4.172,96.221,1.784,1.769
19940722,21.596,19.48,2.786,22.757,4.213,275.852,367.081,7.87,96.289,0.283,1.339
19940723,21.038,19.483,1.365,21.891,2.596,191.371,372.225,7.164,96.27,1.302,0.914
19940724,22.228,20.037,1.491,23.429,3.4,243.039,372.157,8.228,96.171,3.292,1.084
19940725,22.107,19.925,1.602,23.304,3.226,249.595,371.307,8.953,96.304,3.471,1.233
19940726,22.427,20.128,2.645,23.687,4.42,280.305,373.371,10.154,96.589,0.936,1.071
19940727,23.332,21.319,3.093,24.436,4.372,284.304,372.947,10.272,96.488,1.573,0.991
19940728,22.266,20.263,1.687,23.364,3.433,242.611,377.105,7.526,96.287,5.87,1.262
19940729,22.501,20.696,2.253,23.491,3.691,257.965,377.896,8.2,96.299,1.874,0.931
19940730,21.464,20.597,1.027,21.939,2.324,209.027,382.391,6.069,96.218,1.697,1.146
19940731,21.564,19.562,1.512,22.765,3.325,236.906,376.767,7.412,96.032,5.866,0.892
19940801,18.499,17.904,1.027,18.855,1.054,129.88,375.213,3.177,96.209,9.633,1.25
19940802,19.642,18.108,3.552,20.563,4.639,238.598,369.588,6.095,96.501,0.106,1.008
19940803,22.609,21.014,3.375,23.566,4.803,279.356,365.196,9.766,96.577,0.042,0.767
19940804,24.356,22.358,2.692,25.554,4.925,281.149,372.465,11.679,96.595,0.0,0.741
19940805,25.165,22.933,2.583,26.505,3.91,250.393,388.15,12.564,96.603,0.184,1.092
19940806,24.135,22.27,1.104,25.254,3.313,241.101,379.628,10.05,96.544,1.364,0.915
19940807,22.397,20.692,0.916,23.42,3.124,227.979,381.127,7.726,96.35,10.613,0.83
19940808,20.969,19.694,0.755,21.733,3.043,197.125,379.815,5.52,96.285,8.54,1.315
19940809,21.842,20.415,3.134,22.699,4.619,257.208,376.694,6.409,95.938,0.023,2.037
19940810,20.669,18.943,1.399,21.705,1.814,211.199,382.351,3.784,95.384,14.278,1.718
19940811,17.613,15.756,0.999,18.727,2.273,198.13,363.473,3.66,95.756,9.188,2.233
19940812,16.286,15.171,0.92,16.956,1.661,160.725,366.183,2.581,96.22,3.695,2.543
19940813,16.136,14.076,0.478,17.372,1.877,185.663,357.354,3.337,96.351,4.181,1.515
19940814,15.6,14.005,2.23,16.557,3.442,212.043,342.283,4.612,96.644,0.347,1.186
19940815,15.276,13.191,3.107,16.527,4.77,273.413,319.243,6.413,96.819,0.019,1.702
19940816,17.637,15.275,4.981,19.185,5.982,272.348,336.184,7.748,96.626,0.003,1.055
19940817,17.42,16.465,1.852,18.045,1.485,134.003,375.202,3.646,96.187,16.353,2.147
19940818,15.118,13.803,2.063,15.98,2.59,181.38,353.913,4.413,96.191,7.242,3.411
19940819,17.386,16.076,2.304,18.244,2.68,173.166,362.091,4.799,96.086,2.989,2.763
19940820,20.369,18.886,2.778,21.429,3.776,208.809,369.207,7.382,96.187,1.055,1.94
19940821,21.668,20.432,3.889,22.551,5.076,252.385,363.932,8.675,96.219,0.708,0.809
19940822,22.992,21.225,2.649,24.255,4.615,246.491,376.724,9.808,96.341,4.678,0.868
19940823,21.881,20.108,2.609,23.148,3.609,204.171,377.441,7.34,96.291,11.042,1.136
19940824,18.048,17.465,1.0,18.465,1.181,99.133,384.701,2.364,96.117,32.337,1.097
19940825,14.854,14.318,1.063,15.236,1.628,153.24,359.343,2.828,95.714,7.163,1.445
19940826,16.02,14.682,1.393,16.975,2.173,79.494,374.563,2.814,96.01,2.067,1.776
19940827,17.963,16.44,2.757,19.05,4.124,214.548,359.343,5.309,96.369,0.195,1.515
19940828,18.177,16.616,1.629,19.291,2.883,175.492,367.07,4.341,96.264,2.872,1.451
19940829,16.87,15.895,1.179,17.566,2.651,163.863,364.176,4.534,96.374,0.999,1.243
19940830,15.687,14.378,2.993,16.621,3.925,183.051,352.072,3.182,96.138,7.922,0.972
19940831,16.648,15.711,1.04,17.317,2.563,149.938,370.281,2.012,95.966,15.303,0.847
19940901,16.716,15.801,0.998,17.369,1.987,111.578,380.471,2.04,96.102,9.761,1.088
19940902,15.143,14.855,0.668,15.348,1.364,113.939,370.537,1.454,96.175,6.356,0.829
19940903,14.788,14.116,1.059,15.268,2.464,161.636,352.553,3.963,96.385,3.225,1.147
19940904,15.314,14.632,2.043,15.801,3.978,230.769,321.436,5.509,96.496,0.046,0.744
19940905,16.848,16.245,1.62,17.316,3.292,158.761,352.203,5.493,96.709,0.258,2.107
19940906,18.968,18.328,2.415,19.465,3.964,176.291,365.853,5.673,96.307,1.005,1.156
19940907,18.234,16.973,2.021,19.3,1.856,159.641,375.381,3.777,95.804,5.315,1.697
19940908,13.047,13.129,0.798,12.977,0.2,31.16,375.605,1.068,95.486,33.358,1.188
19940909,13.527,12.573,0.959,14.333,2.202,183.765,336.289,4.495,95.977,8.392,3.278
19940910,14.532,13.748,1.56,15.195,2.698,141.05,353.814,4.237,96.146,5.248,3.098
