TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
20131029,20131104,8.035,7.401,1.911,8.851,1.908,59.994,328.347,1.245,96.102,6.532,1.894
20131105,20131111,8.571,8.121,1.493,9.213,1.62,50.118,330.251,1.825,95.848,5.752,2.899
20131112,20131118,2.522,2.245,1.077,2.944,1.195,60.532,301.23,0.324,96.668,0.272,1.547
20131119,20131125,1.352,1.221,0.755,1.552,0.665,29.41,319.948,0.142,95.368,5.244,1.663
20131126,20131202,-1.11,-1.437,1.236,-0.599,1.34,61.59,270.804,0.564,97.101,0.955,2.379
20131203,20131209,-0.403,-1.147,1.512,0.838,2.326,61.227,271.253,0.557,97.261,0.459,1.363
20131210,20131216,-1.59,-2.312,1.54,-0.386,2.533,55.066,270.772,0.175,97.561,0.507,0.527
20131217,20131223,2.372,1.803,1.717,3.319,1.821,40.423,301.385,0.481,96.861,3.99,0.918
20131224,20131231,1.995,1.735,1.345,2.429,1.77,39.843,298.694,0.423,95.49,4.985,1.23
20140101,20140107,3.484,3.005,1.911,4.283,1.922,38.554,306.613,0.523,95.796,3.085,1.171
20140108,20140114,4.459,4.191,1.838,4.905,1.731,40.192,320.317,0.493,96.267,2.818,1.033
20140115,20140121,1.958,1.755,0.95,2.271,1.249,39.736,311.618,0.048,95.086,2.171,0.983
20140122,20140128,1.505,1.284,1.401,1.843,1.211,57.154,292.721,0.681,95.524,2.585,1.797
20140129,20140204,0.42,-0.061,1.592,1.132,1.791,60.986,291.157,0.383,95.212,0.907,0.94
20140205,20140211,2.56,1.856,1.654,3.474,1.95,66.691,295.843,0.879,94.867,3.351,1.814
20140212,20140218,3.248,2.477,1.847,4.239,2.596,75.276,301.984,0.813,95.58,3.123,1.498
20140219,20140225,4.355,3.528,2.169,5.342,3.038,106.098,294.338,1.349,96.117,1.391,1.464
20140226,20140304,3.843,3.347,0.867,4.383,1.655,80.574,317.959,0.829,95.153,3.76,1.58
20140305,20140311,6.609,5.947,2.435,7.314,4.312,163.467,281.632,3.002,96.882,0.426,1.863
20140312,20140318,9.941,9.486,2.678,10.391,4.511,170.768,297.251,4.948,96.914,0.074,1.481
20140319,20140325,7.663,7.355,1.817,7.941,2.48,146.382,305.772,3.397,95.915,3.424,1.552
20140326,20140401,9.545,8.898,2.478,10.093,4.293,210.325,300.594,4.784,95.864,0.186,1.078
20140402,20140408,12.43,11.506,2.229,13.211,2.861,164.994,332.543,3.776,95.881,2.377,1.309
20140409,20140415,10.889,9.012,2.703,12.23,3.961,244.401,300.473,5.488,96.501,0.131,1.835
20140416,20140422,8.03,6.565,2.602,9.076,3.159,198.907,307.512,3.078,95.818,2.307,1.964
20140423,20140429,11.564,10.557,1.602,12.265,2.554,166.82,341.851,2.912,95.857,4.842,1.37
20140430,20140506,9.997,8.784,2.034,10.725,2.508,167.827,332.333,2.462,96.049,4.536,1.877
20140507,20140513,11.934,10.858,1.994,12.579,2.168,195.652,335.567,3.49,96.197,4.897,2.906
20140514,20140520,11.957,10.055,2.634,13.016,3.3,249.893,319.238,5.328,96.481,2.438,2.135
20140521,20140527,15.291,14.079,1.758,15.929,2.865,224.603,347.355,5.325,95.973,5.676,1.556
20140528,20140603,13.565,11.681,1.778,14.507,3.21,248.613,332.232,4.251,96.259,2.412,1.241
20140604,20140610,19.513,16.888,2.742,20.825,4.94,276.656,348.153,9.92,96.28,0.893,1.151
20140611,20140617,18.778,16.939,1.663,19.698,3.709,249.594,355.806,7.96,96.465,2.246,2.306
20140618,20140624,17.646,15.81,2.005,18.564,3.882,253.838,348.12,7.009,96.338,3.552,1.446
20140625,20140701,16.499,14.668,2.417,17.415,3.41,240.755,346.646,5.96,96.059,2.591,1.605
20140702,20140708,18.676,18.568,1.418,18.731,2.168,231.635,367.03,5.207,96.191,7.911,1.579
20140709,20140715,16.172,15.687,0.984,16.415,1.508,164.317,370.1,3.032,96.066,7.549,1.94
20140716,20140722,21.851,21.588,1.623,21.983,2.458,245.958,367.804,9.614,96.292,13.538,1.483
20140723,20140729,19.121,18.509,1.252,19.456,2.067,193.078,375.242,4.913,95.973,6.037,1.513
20140730,20140805,18.159,16.875,1.41,18.931,2.654,172.562,370.128,3.361,96.027,6.392,1.343
20140806,20140812,18.477,17.167,1.977,19.262,2.96,192.742,369.411,4.115,96.133,6.097,1.231
20140813,20140819,14.402,12.847,1.309,15.397,2.546,179.082,349.002,3.416,96.125,4.836,1.992
20140820,20140826,14.052,12.793,1.815,14.952,2.786,147.925,352.603,3.777,96.224,2.75,1.271
20140827,20140902,15.799,14.448,1.555,16.765,2.53,148.948,359.278,3.161,96.418,3.669,1.496
20140903,20140909,17.448,16.037,2.061,18.573,3.369,168.037,359.35,3.68,96.191,4.549,1.099
20140910,20140916,14.715,13.513,1.734,15.731,2.8,130.009,355.811,2.475,96.247,2.045,1.525
20140917,20140923,15.506,14.39,1.586,16.499,2.61,149.536,348.504,2.739,96.216,4.17,1.541
20140924,20140930,13.165,11.79,2.609,14.438,3.809,133.9,340.927,2.474,96.917,1.472,1.086
20141001,20141007,13.703,12.7,1.724,14.749,2.599,105.845,349.251,1.618,96.493,2.567,1.091
20141008,20141014,14.527,13.813,1.443,15.302,2.341,103.947,353.587,1.761,95.844,3.66,1.068
20141015,20141021,14.464,13.462,1.868,15.578,2.757,101.369,350.888,2.401,96.266,4.838,1.548
20141022,20141028,7.317,6.657,1.524,8.167,2.228,97.722,313.101,0.883,96.764,1.574,1.626
20141029,20141104,8.708,7.684,2.21,10.025,3.406,87.586,315.085,1.254,96.238,0.649,0.835
20141105,20141111,5.11,4.782,1.674,5.583,1.824,57.557,321.197,0.359,95.535,6.263,0.957
20141112,20141118,6.786,6.404,1.05,7.368,1.388,50.916,328.315,0.305,95.228,6.303,1.167
20141119,20141125,5.794,5.268,1.502,6.597,1.774,60.136,312.905,0.277,96.623,0.195,0.742
20141126,20141202,4.089,4.005,0.638,4.221,0.879,42.931,321.711,0.026,95.469,1.095,0.902
20141203,20141209,2.011,1.859,0.531,2.264,0.57,28.96,321.152,0.029,96.297,1.706,1.31
20141210,20141216,4.85,4.752,1.386,5.014,1.632,36.541,319.188,1.12,96.228,1.884,1.614
20141217,20141223,4.827,4.521,1.472,5.337,1.728,37.834,312.005,0.935,96.976,3.24,2.184
20141224,20141231,-1.433,-1.626,1.768,-1.111,1.609,30.783,294.792,0.308,96.904,3.598,1.99
20150101,20150107,-0.803,-1.019,2.685,-0.441,2.14,44.908,291.794,0.16,97.526,2.037,1.339
20150108,20150114,5.911,5.866,2.351,5.986,1.854,43.111,312.846,2.091,97.015,2.648,3.297
20150115,20150121,0.988,0.734,0.871,1.401,0.999,41.21,305.937,0.248,95.625,3.411,0.922
20150122,20150128,-0.623,-0.81,0.881,-0.338,0.96,50.592,299.789,0.19,96.506,2.276,1.583
20150129,20150204,-0.667,-0.794,0.659,-0.482,0.934,58.205,291.792,0.292,94.057,4.646,2.675
20150205,20150211,-3.209,-3.756,1.52,-2.505,1.985,76.345,274.627,0.453,96.598,0.628,2.58
20150212,20150218,0.259,-0.379,1.349,1.079,2.175,104.774,278.448,0.457,96.511,0.165,0.839
20150219,20150225,1.747,1.116,1.661,2.518,2.046,90.023,291.073,1.03,95.821,2.555,1.067
20150226,20150304,3.796,3.421,2.206,4.204,2.018,84.543,308.226,1.297,96.266,4.228,1.897
20150305,20150311,4.646,3.32,2.825,6.06,4.235,141.197,284.319,2.5,97.316,0.378,1.537
20150312,20150318,5.711,4.8,3.369,6.605,4.368,175.158,283.188,3.058,96.597,0.047,1.599
20150319,20150325,7.241,6.303,2.186,8.095,3.238,149.729,308.715,2.409,95.997,1.655,1.656
20150326,20150401,7.203,6.452,1.352,7.838,1.622,111.422,327.951,1.98,96.1,5.919,3.6
20150402,20150408,5.297,4.706,1.793,5.786,2.563,174.784,297.518,2.689,96.735,5.678,2.495
20150409,20150415,14.682,14.378,2.616,14.9,3.807,261.486,305.614,8.897,97.138,0.397,0.914
20150416,20150422,12.973,12.594,1.907,13.243,2.87,252.323,308.075,6.769,96.509,1.699,2.081
20150423,20150429,12.799,12.572,1.734,12.956,2.689,214.754,324.536,4.966,95.827,4.296,1.37
20150430,20150506,13.88,12.91,1.137,14.463,1.948,135.613,359.98,2.347,95.727,13.656,1.586
20150507,20150513,16.353,14.183,2.741,17.655,4.06,263.246,334.141,7.214,96.681,1.811,1.353
20150514,20150520,12.884,11.958,2.305,13.393,2.225,174.138,348.67,4.09,96.202,4.923,1.447
20150521,20150527,11.681,10.168,1.888,12.459,2.327,229.075,333.385,3.418,96.511,3.807,1.76
20150528,20150603,17.105,14.518,2.628,18.398,3.932,268.724,343.009,7.61,96.368,0.809,1.526
20150604,20150610,19.349,17.468,1.796,20.289,3.105,225.549,373.601,6.492,96.788,2.394,1.903
20150611,20150617,17.773,16.095,1.399,18.613,2.724,192.081,369.908,4.306,96.159,9.293,1.355
20150618,20150624,14.959,13.456,1.802,15.711,2.714,220.835,348.687,4.335,96.408,3.248,1.962
20150625,20150701,20.458,17.996,3.196,21.69,4.646,309.9,348.725,10.499,96.694,0.32,1.159
20150702,20150708,25.532,23.302,2.493,26.648,4.051,270.466,385.558,13.971,96.569,2.063,1.479
20150709,20150715,21.066,18.492,3.059,22.353,4.387,295.815,353.861,12.399,96.584,0.048,1.786
20150716,20150722,24.524,22.111,2.36,25.753,4.009,269.86,381.539,13.598,96.319,3.72,1.089
20150723,20150729,18.374,16.732,1.518,19.274,2.237,198.371,371.029,6.531,95.94,2.923,2.287
20150730,20150805,18.856,17.149,2.565,19.865,3.787,233.277,362.929,7.203,96.308,1.036,1.304
20150806,20150812,23.816,21.741,2.221,25.061,3.684,221.371,389.283,10.741,96.372,4.267,1.168
20150813,20150819,16.806,15.523,1.235,17.607,1.908,144.185,372.581,3.929,96.086,5.542,1.111
20150820,20150826,16.521,14.549,2.671,17.93,3.654,221.387,346.238,5.162,96.332,2.187,1.272
20150827,20150902,21.387,19.347,2.504,22.844,3.707,198.467,371.61,9.392,96.362,0.976,1.404
20150903,20150909,13.015,11.693,2.074,14.074,3.019,171.167,332.878,4.273,96.566,0.98,1.584
20150910,20150916,14.751,13.385,2.291,15.907,3.396,148.937,348.927,3.609,95.782,4.719,1.353
20150917,20150923,11.626,10.633,1.876,12.508,2.258,106.054,339.005,1.655,96.159,6.682,1.489
20150924,20150930,10.669,9.726,2.265,11.544,3.223,163.682,311.403,3.238,96.944,0.025,2.62
20151001,20151007,11.758,10.754,1.997,12.792,2.76,124.392,335.847,2.123,96.243,3.039,1.415
20151008,20151014,9.293,8.666,1.221,9.975,1.889,82.242,338.63,1.261,96.061,1.093,1.709
20151015,20151021,4.752,4.277,1.364,5.287,1.848,74.111,318.073,0.586,96.297,2.065,1.276
20151022,20151028,8.686,7.929,1.94,9.659,2.576,84.815,328.98,1.022,96.474,1.366,0.919
20151029,20151104,7.537,6.865,1.532,8.402,2.34,84.701,314.142,0.61,96.949,1.353,0.721
20151105,20151111,10.141,9.123,2.427,11.566,4.017,90.425,319.304,2.117,97.255,0.346,0.939
20151112,20151118,9.054,8.398,2.208,10.055,2.682,69.007,318.326,2.411,96.986,0.29,1.862
20151119,20151125,3.849,3.518,1.694,4.356,1.128,44.078,313.761,1.135,95.864,8.194,2.441
20151126,20151202,3.494,3.122,1.304,4.085,1.012,33.928,313.2,0.887,96.778,1.638,2.462
20151203,20151209,3.28,2.788,1.487,4.101,1.826,52.228,297.76,0.257,97.692,1.084,0.772
20151210,20151216,1.468,0.914,1.748,2.392,2.054,48.926,291.87,0.194,97.234,0.644,0.766
20151217,20151223,5.417,4.852,1.628,6.359,2.166,44.637,308.986,0.311,97.24,0.935,0.858
20151224,20151231,2.825,2.369,1.672,3.585,2.567,53.685,292.443,0.449,97.35,0.343,0.714
20160101,20160107,3.411,3.246,1.04,3.687,0.996,28.892,316.591,0.204,95.099,5.949,1.398
20160108,20160114,3.162,2.934,1.084,3.54,0.832,22.158,316.916,0.425,95.075,10.524,2.108
20160115,20160121,-2.44,-2.802,1.102,-1.88,0.994,50.322,281.141,0.337,96.283,1.717,1.928
20160122,20160128,2.903,2.266,2.179,3.876,2.632,56.877,298.127,0.785,97.394,0.629,0.932
20160129,20160204,6.348,6.216,1.976,6.557,1.716,41.042,330.568,1.047,96.901,6.614,2.975
20160205,20160211,4.324,3.653,1.683,5.199,1.966,64.226,300.227,1.228,95.579,3.393,2.412
20160212,20160218,2.365,2.243,1.083,2.521,1.042,53.406,312.949,0.468,95.256,3.75,1.738
20160219,20160225,4.276,3.565,2.002,5.136,1.655,70.814,312.757,1.245,96.275,5.217,2.408
20160226,20160303,1.489,0.992,1.275,2.029,1.748,86.184,303.623,0.435,95.407,3.427,2.349
20160304,20160310,1.147,0.48,1.329,1.852,1.998,121.705,289.425,0.676,95.096,3.256,1.392
20160311,20160317,3.477,3.021,1.447,3.915,2.293,129.006,294.7,1.519,96.602,0.66,2.71
20160318,20160324,4.782,3.396,2.533,6.043,3.838,172.126,290.264,2.239,95.998,0.49,1.563
20160325,20160331,8.804,7.702,2.696,9.736,3.209,134.73,318.042,2.975,95.857,1.715,1.961
20160401,20160407,10.727,9.926,1.686,11.395,2.424,140.787,341.218,2.333,95.784,3.127,1.479
20160408,20160414,8.743,7.361,2.102,9.73,2.582,177.165,319.756,2.213,95.585,3.593,1.558
20160415,20160421,9.224,8.064,2.305,10.053,2.885,182.165,323.176,2.331,96.191,6.301,1.599
20160422,20160428,6.335,5.075,1.884,7.191,2.052,202.774,312.392,2.014,95.753,4.558,2.135
20160429,20160505,8.332,6.403,2.272,9.49,3.432,212.462,316.131,2.875,96.495,5.484,1.82
20160506,20160512,15.104,13.514,2.373,16.058,3.372,218.358,337.943,6.031,95.477,3.519,1.222
20160513,20160519,10.396,9.321,1.631,10.996,2.072,191.902,333.824,2.556,95.95,7.314,1.779
20160520,20160526,13.41,11.558,2.884,14.366,3.572,244.389,337.33,4.35,96.156,5.323,1.462
20160527,20160602,15.69,14.646,1.081,16.212,2.021,165.866,363.965,3.241,95.76,8.061,1.624
20160603,20160609,16.021,14.805,1.332,16.629,2.211,194.079,362.514,2.355,96.288,7.385,1.114
20160610,20160616,14.444,13.325,1.131,15.003,1.883,156.335,358.407,2.321,95.429,8.949,1.771
20160617,20160623,16.754,14.997,2.327,17.633,3.255,231.188,359.628,4.214,96.623,5.1,1.388
20160624,20160630,19.245,17.413,1.922,20.161,2.892,217.785,370.781,6.12,96.418,5.832,1.109
20160701,20160707,18.58,16.549,2.734,19.595,3.598,244.013,357.713,6.61,96.58,1.766,1.33
20160708,20160714,18.932,17.201,1.94,19.798,2.604,237.209,365.184,6.689,96.378,7.879,1.428
20160715,20160721,19.819,17.213,3.308,21.131,4.296,300.567,350.607,8.841,96.775,1.419,1.31
20160722,20160728,20.249,18.363,1.627,21.283,2.709,217.62,377.483,4.932,96.534,4.602,0.959
20160729,20160804,19.912,17.734,2.064,21.2,3.333,225.739,368.327,7.012,96.362,5.292,1.237
20160805,20160811,16.199,14.592,2.551,17.162,3.205,216.304,350.784,4.841,96.945,2.35,1.256
20160812,20160818,19.37,17.199,2.476,20.735,3.819,230.654,362.805,6.038,96.588,3.31,0.899
20160819,20160825,18.593,16.636,2.791,19.992,3.67,218.693,356.585,5.537,96.739,1.199,1.289
20160826,20160901,21.528,19.682,2.154,22.847,3.546,199.123,373.861,7.825,96.685,4.109,1.252
20160902,20160908,18.766,17.823,1.635,19.501,3.298,188.848,356.508,5.94,96.671,2.675,1.427
20160909,20160915,21.049,20.24,1.519,21.733,3.294,181.418,366.803,7.283,96.271,2.232,1.015
20160916,20160922,13.574,13.114,0.927,13.987,1.731,112.678,353.229,1.933,96.32,5.235,1.536
20160923,20160929,15.396,14.599,1.658,16.143,3.706,146.401,349.318,3.475,97.056,2.067,1.154
20160930,20161006,11.049,9.92,1.838,12.206,2.752,129.159,319.302,3.1,96.614,0.547,2.328
20161007,20161013,5.818,4.989,1.757,6.72,2.205,98.9,311.778,0.981,96.325,0.844,1.604
20161014,20161020,8.717,7.832,1.479,9.701,1.995,70.257,333.703,0.728,96.388,1.335,1.131
20161021,20161027,8.031,7.357,1.76,8.896,1.948,67.289,330.403,0.464,96.514,4.54,1.161
20161028,20161103,6.374,5.71,1.787,7.227,2.631,94.492,304.601,0.812,97.167,0.117,1.428
20161104,20161110,3.226,2.978,1.767,3.558,1.736,59.838,305.35,0.339,95.42,5.775,1.687
20161111,20161117,3.465,3.105,1.547,4.016,1.47,47.444,313.76,0.441,96.789,2.225,1.397
20161118,20161124,5.882,5.258,1.543,6.835,2.094,46.842,314.731,0.618,95.584,2.938,1.197
20161125,20161201,1.53,1.108,1.54,2.219,1.755,58.612,289.671,0.514,96.737,0.223,1.727
20161202,20161208,-1.424,-1.99,1.37,-0.482,2.12,59.27,273.284,0.199,97.193,0.003,0.849
20161209,20161215,-1.147,-1.785,1.315,-0.084,2.61,55.648,279.025,0.247,97.185,0.028,0.635
20161216,20161222,-1.849,-2.23,0.899,-1.214,1.55,52.847,279.707,0.073,97.372,0.203,0.64
20161223,20161231,0.409,-0.013,1.462,1.111,2.029,50.086,291.111,0.303,97.998,0.17,1.178
20170101,20170107,-4.262,-4.552,2.032,-3.778,1.791,50.385,267.865,0.23,97.084,0.838,1.698
20170108,20170114,-0.401,-0.466,1.372,-0.294,0.811,36.695,301.416,0.29,96.16,3.692,2.191
20170115,20170121,-6.189,-6.446,1.201,-5.786,1.753,67.681,252.316,0.213,97.001,0.487,2.214
20170122,20170128,-6.672,-7.18,1.948,-5.896,2.554,80.497,247.256,0.264,96.695,0.009,0.729
20170129,20170204,2.885,2.498,1.813,3.477,2.106,54.417,311.902,0.364,95.943,4.977,1.161
20170205,20170211,0.774,0.449,1.064,1.194,1.257,57.289,306.456,0.177,96.067,3.091,1.008
20170212,20170218,2.697,1.906,2.104,3.715,2.954,104.889,282.712,0.872,97.213,1.02,1.258
20170219,20170225,6.138,5.522,2.606,6.883,2.898,98.081,305.049,2.226,96.412,1.276,2.298
20170226,20170304,5.417,4.648,2.608,6.253,3.294,99.533,302.674,2.138,95.425,4.069,2.12
20170305,20170311,5.525,4.862,1.418,6.217,2.292,110.119,311.2,1.304,96.242,4.602,2.424
20170312,20170318,8.303,7.078,3.209,9.534,4.866,158.108,298.718,3.465,96.779,1.217,1.791
20170319,20170325,9.221,8.43,1.609,9.943,2.541,123.85,333.933,1.836,96.088,1.821,2.144
20170326,20170401,10.948,9.609,2.762,12.081,4.649,186.879,311.395,4.568,96.709,0.219,1.137
20170402,20170408,9.816,8.45,2.51,10.951,3.852,182.81,315.802,3.323,96.731,2.213,1.438
20170409,20170415,11.997,10.241,2.76,13.251,4.465,204.249,315.473,5.771,96.535,0.794,1.594
20170416,20170422,5.399,4.05,2.114,6.362,2.865,205.396,294.362,2.595,96.99,2.954,2.074
20170423,20170429,6.215,5.154,2.302,6.948,3.229,181.035,312.985,2.267,95.999,7.87,1.528
20170430,20170506,9.146,7.871,2.277,9.911,3.214,209.694,315.261,2.746,96.013,4.087,1.602
20170507,20170513,11.615,10.165,1.696,12.485,2.877,185.545,338.008,2.94,95.75,3.338,1.784
20170514,20170520,14.6,13.118,3.076,15.438,3.666,206.865,336.952,4.947,96.756,3.761,1.399
20170521,20170527,17.307,14.935,2.969,18.526,4.834,284.481,332.233,7.78,96.666,0.112,1.759
20170528,20170603,20.344,17.936,1.557,21.548,3.713,243.531,366.762,6.906,96.466,4.517,1.087
20170604,20170610,15.42,13.765,2.009,16.248,3.013,218.555,347.735,5.214,96.295,3.32,1.803
20170611,20170617,20.862,18.738,2.385,21.924,3.695,287.798,362.129,8.465,96.576,1.072,1.731
20170618,20170624,23.691,21.249,2.552,24.912,4.115,274.86,372.275,12.335,96.535,1.222,1.755
20170625,20170701,18.384,16.431,1.502,19.36,3.134,242.055,359.896,6.667,95.658,4.119,1.94
20170702,20170708,20.891,18.599,2.273,22.037,4.428,251.334,366.867,10.349,96.667,1.072,1.304
20170709,20170715,19.048,17.185,1.376,19.979,2.688,204.979,370.868,5.397,96.361,4.607,1.646
20170716,20170722,20.624,18.326,2.234,21.787,4.297,241.411,369.174,8.549,96.386,2.848,1.188
20170723,20170729,16.986,15.687,1.547,17.698,2.385,160.04,370.393,4.153,96.12,4.124,1.806
20170730,20170805,22.848,20.748,1.996,24.088,3.71,216.624,388.26,8.26,96.333,7.368,1.188
20170806,20170812,15.322,14.309,1.676,15.93,2.114,149.549,360.659,3.241,96.483,7.384,1.539
20170813,20170819,19.822,17.5,2.186,21.286,3.765,220.043,369.105,6.116,96.626,2.62,1.118
20170820,20170826,19.041,16.912,2.862,20.562,4.084,237.46,355.563,6.836,96.642,0.871,0.968
20170827,20170902,18.208,16.781,1.971,19.227,2.837,154.138,370.062,5.175,96.371,7.24,1.149
20170903,20170909,14.905,13.374,1.994,16.111,2.611,154.02,349.612,4.216,96.232,1.829,1.44
20170910,20170916,11.846,10.892,2.73,12.653,2.859,115.296,334.587,3.161,95.806,2.392,2.239
20170917,20170923,10.459,9.063,2.138,11.716,3.381,163.602,320.458,2.281,96.525,2.296,1.157
20170924,20170930,13.928,12.543,2.162,15.221,3.712,136.991,341.617,2.705,96.756,1.617,0.86
20171001,20171007,11.273,10.4,2.749,12.193,2.838,117.738,333.995,2.438,96.779,3.501,1.66
20171008,20171014,11.309,10.036,2.481,12.691,3.846,113.384,327.544,2.347,96.933,0.616,1.135
20171015,20171021,12.633,11.073,2.932,14.359,4.687,121.653,322.679,3.685,96.668,0.814,0.812
20171022,20171028,9.266,8.424,2.291,10.348,2.665,85.349,324.544,1.662,97.055,1.777,1.679
20171029,20171104,6.613,5.703,2.301,7.783,3.272,75.491,314.849,1.466,96.567,0.876,1.568
20171105,20171111,4.95,4.747,1.036,5.233,0.932,31.556,333.564,0.295,96.34,6.048,2.004
20171112,20171118,2.038,1.508,1.411,2.847,1.274,62.056,295.765,0.423,96.52,3.125,1.845
20171119,20171125,4.986,4.506,2.254,5.719,2.844,51.474,303.322,1.413,96.294,3.893,1.623
20171126,20171202,0.723,0.448,0.835,1.148,0.993,51.02,291.683,0.633,96.027,2.245,2.107
20171203,20171209,-0.362,-0.659,1.395,0.132,1.219,50.05,282.867,0.44,97.093,1.84,1.599
20171210,20171216,1.662,1.638,1.899,1.702,1.17,31.483,305.122,0.392,94.876,8.839,2.32
20171217,20171223,1.06,0.774,0.946,1.537,0.848,32.911,310.213,0.088,97.588,1.521,1.014
20171224,20171231,2.221,2.016,1.619,2.563,1.351,38.692,297.505,0.659,95.717,2.304,2.041
20180101,20180107,6.497,6.193,1.311,7.003,1.538,35.397,325.405,1.066,95.527,7.53,3.392
20180108,20180114,2.213,2.022,1.088,2.533,1.346,45.072,300.975,0.191,96.221,0.44,1.069
20180115,20180121,3.941,3.98,1.951,3.887,0.945,37.18,314.948,1.045,95.628,8.642,3.854
20180122,20180128,5.399,5.143,1.673,5.79,1.914,43.919,320.068,0.626,96.862,4.397,1.478
20180129,20180204,2.761,2.469,1.351,3.189,1.634,64.986,299.855,0.761,96.161,2.316,1.698
20180205,20180211,-0.247,-0.49,0.733,0.066,0.974,63.139,296.128,0.331,95.896,1.127,1.285
20180212,20180218,0.684,0.472,1.313,0.955,1.393,62.785,299.397,0.367,96.296,4.964,1.467
20180219,20180225,-1.818,-1.81,0.588,-1.811,0.762,98.32,274.846,0.801,95.879,0.2,3.289
20180226,20180304,-4.842,-5.065,2.067,-4.599,2.263,103.023,268.528,0.555,94.96,1.392,2.431
20180305,20180311,5.446,4.615,1.773,6.338,2.71,112.812,303.453,1.494,94.758,1.609,1.5
20180312,20180318,4.69,3.969,1.455,5.412,2.034,101.0,313.508,0.932,94.809,4.33,2.153
20180319,20180325,1.75,0.777,2.165,2.632,2.937,162.414,286.349,1.791,95.616,0.738,1.776
20180326,20180401,5.637,4.878,1.232,6.28,1.846,122.965,320.317,1.156,95.428,3.957,1.998
20180402,20180408,10.016,8.477,3.569,11.295,4.637,215.036,306.992,4.355,95.719,0.596,1.519
20180409,20180415,11.481,10.067,2.758,12.491,3.39,212.858,315.777,4.625,95.387,0.704,1.364
20180416,20180422,16.58,14.661,3.163,17.951,4.617,261.223,325.416,8.673,96.811,0.43,1.272
20180423,20180429,14.892,13.143,2.862,16.094,3.7,226.887,335.26,6.357,96.074,1.398,1.831
20180430,20180506,13.146,12.4,1.778,13.593,2.513,160.886,351.894,4.146,95.962,2.75,2.298
20180507,20180513,14.992,13.558,2.357,15.852,3.121,204.907,344.655,4.916,95.896,4.479,1.658
20180514,20180520,12.12,10.806,1.64,12.853,2.381,181.769,347.514,1.723,96.179,5.305,1.565
20180521,20180527,17.831,15.618,2.375,18.971,3.561,254.205,349.603,5.945,96.308,2.441,1.02
20180528,20180603,18.634,16.482,1.667,19.71,3.519,240.247,360.204,5.231,96.333,4.233,1.219
20180604,20180610,19.47,17.428,1.375,20.491,3.071,219.839,372.605,4.274,95.944,7.304,1.061
20180611,20180617,16.672,15.433,1.718,17.291,2.495,176.044,361.035,3.986,96.102,2.965,1.329
20180618,20180624,18.15,16.074,2.406,19.189,4.028,282.594,346.729,8.048,96.823,0.47,1.837
20180625,20180701,19.515,17.543,2.612,20.501,4.213,261.711,352.499,9.403,96.366,0.119,2.723
20180702,20180708,19.608,18.012,1.878,20.406,3.115,227.159,369.339,6.119,96.454,5.217,1.296
20180709,20180715,19.62,17.523,2.526,20.668,3.889,276.656,355.989,9.447,96.429,1.294,1.35
20180716,20180722,20.182,17.91,2.466,21.334,3.645,250.114,363.521,8.163,96.212,2.093,1.272
20180723,20180729,22.376,19.885,2.93,23.741,4.189,264.058,368.749,11.441,96.165,3.04,1.296
20180730,20180805,25.311,22.887,2.87,26.74,4.516,262.451,382.521,14.803,96.525,0.506,1.378
20180806,20180812,21.479,19.452,2.114,22.696,3.798,237.916,371.762,10.641,96.471,1.274,1.214
20180813,20180819,19.757,17.557,2.152,21.153,3.41,209.408,370.051,6.381,96.459,4.905,1.209
20180820,20180826,19.156,17.547,2.201,20.305,3.1,212.876,361.716,7.378,96.375,2.814,1.398
20180827,20180902,16.095,14.986,1.727,16.887,2.401,128.809,367.701,4.178,96.557,3.2,1.447
20180903,20180909,16.863,15.201,2.448,18.183,3.755,183.557,352.806,5.384,96.383,1.091,1.042
20180910,20180916,18.162,16.166,2.61,19.85,4.018,173.474,355.888,6.441,96.863,3.19,1.032
20180917,20180923,18.082,16.033,3.034,19.892,4.295,169.391,356.692,6.779,96.603,2.828,1.519
20180924,20180930,12.112,10.896,3.134,13.254,4.334,174.1,317.384,4.345,97.244,1.332,1.992
20181001,20181007,11.675,10.655,2.519,12.76,3.153,121.173,334.815,2.633,96.639,1.694,1.359
20181008,20181014,13.452,12.134,2.545,14.884,3.816,127.605,332.429,2.83,96.494,0.385,0.925
20181015,20181021,11.428,10.188,2.575,12.801,4.194,126.828,313.881,3.208,96.622,0.02,1.428
20181022,20181028,7.472,6.829,2.263,8.298,2.877,78.084,319.872,1.862,96.36,3.902,1.646
20181029,20181104,5.787,5.428,1.802,6.249,1.819,53.479,324.602,0.598,95.731,1.355,1.53
20181105,20181111,7.943,7.427,1.927,8.67,2.637,71.396,327.008,0.66,95.892,1.584,0.756
20181112,20181118,4.787,4.538,0.917,5.168,1.274,61.024,304.545,0.257,96.936,0.656,1.177
20181119,20181125,0.535,0.125,1.036,1.16,1.335,57.403,297.147,0.146,95.706,0.779,1.121
20181126,20181202,3.216,2.902,1.188,3.71,1.281,32.471,319.656,0.149,96.137,3.004,1.08
